itemID,title,gender,style,outline,materials,color,pattern,detail,donning、doffing,URL link
p61,银色手提包,女款,潮流时尚包袋,迷你波士顿型,亮面皮革,银色,包身NY压纹、蝴蝶结挂饰,手提、斜挎双背法,拉链开合式,https://dw4.co/t/A/1u7M903Fd
p62,黑白拼色玛丽珍鞋,女款,甜美复古单鞋,平底浅口型,皮革面料,白、黑,无图案,蝴蝶结装饰、魔术贴固定,穿脱式,https://dw4.co/t/A/1u7NKuhYS
p63,棕领深蓝牛仔外套,女款,复古休闲夹克,短款宽松型,牛仔面料,深蓝、棕,无图案,翻领、金属纽扣、工装口袋,系扣式,https://detail.tmall.com/item.htm?abbucket=2&id=839129998943&mi_id=0000TxFsOtzMSJLl4hPUDcDcQ1xFomShvyJ3qPoRot_X71w&ns=1&priceTId=214781c117687390117852463e116b&skuId=5603825829905&spm=a21n57.imgsearch.item.2&utparam=%7B%22aplus_abtest%22%3A%22e197f41dbda91cbe2c7d94cc995cf2f8%22%7D&xxc=taobaoSearch
p64,米白半高领打底衫,女款,简约基础款上衣,修身型,棉质面料,米白,胸前字母装饰,半高领、长袖,套头式,https://detail.tmall.com/item.htm?abbucket=2&id=958489461555&mi_id=0000-TMzAEjOMjIdeo41nQNU0jnhn3M_1KrOTjhdORe6TMM&ns=1&priceTId=214781c117687390301923848e116b&skuId=5975566504214&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%223fc98d2d099365249f5ef903e2664cc3%22%7D&xxc=taobaoSearch
p65,深蓝牛仔百褶裙,女款,复古休闲半裙,短款百褶型,牛仔面料,深蓝,腰头条纹、“JY”标,松紧腰头、百褶设计,穿脱式,https://detail.tmall.com/item.htm?abbucket=2&id=839129998943&mi_id=0000TxFsOtzMSJLl4hPUDcDcQ1xFomShvyJ3qPoRot_X71w&ns=1&priceTId=214781c117687390117852463e116b&skuId=5603825829905&spm=a21n57.imgsearch.item.2&utparam=%7B%22aplus_abtest%22%3A%22e197f41dbda91cbe2c7d94cc995cf2f8%22%7D&xxc=taobaoSearch
p66,棕皮迷你手提包,女款,轻奢时尚包袋,迷你长方形型,牛皮面料,棕色,包身品牌压纹,手提、拉链开合,开合式,https://detail.tmall.com/item.htm?abbucket=2&id=794556494323&mi_id=0000Kk_e0ZwGTQuFkNT9R1r283dAv8yJ8MsTRs8B1hDvwDo&ns=1&priceTId=214781c117687390466895125e116b&skuId=5425152909642&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%2238d329ebfd75daf48fec265d04982925%22%7D&xxc=taobaoSearch
p67,白蓝休闲鞋,女款,休闲运动鞋,低帮平底型,网布、绒面革,白、蓝,鞋身“N”标,鞋带固定,穿脱式,https://item.taobao.com/item.htm?abbucket=2&id=844801579476&mi_id=00005rDOfB6y4JBJqAOEJnWudLUSf_3YOaQ2CS3ZcCXxSH8&ns=1&priceTId=214781c117687390610026038e116b&skuId=5625605321757&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%2228116d2ee2c0c61f91417e19923c85b4%22%7D&xxc=taobaoSearch
p68,红色蝴蝶结无袖连衣裙,女款,甜美节日连衣裙,中长款型,亮面针织面料,红色,裙身蝴蝶结装饰,后领拉链、无袖设计,拉链式,https://detail.tmall.com/item.htm?abbucket=2&id=1004159710626&mi_id=0000DXOsWfn9UlWHRon7RFdiwNRRvMTyZ0jLOGx7DBczKFw&ns=1&priceTId=214781c117687391144141595e116b&skuId=6163242727442&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%22ff30a04296468c5c0eb4b7f36d342cef%22%7D&xxc=taobaoSearch
p69,米白针织打底毛衣,女款,简约基础款毛衣,修身型,针织面料,米白,后背小标装饰,半高领、长袖,套头式,https://item.taobao.com/item.htm?abbucket=2&id=973349846187&mi_id=00006rkwIHJARtOSXFjwwlB8D-SHBRkFwISQntbywcNhS0U&ns=1&priceTId=214781c117687391711855388e116b&skuId=6091209378016&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%22360c5f5601622da1d230f01a3d474bc9%22%7D&xxc=taobaoSearch
p70,棕皮厚底乐福鞋,女款,复古潮流单鞋,厚底乐福型,亮面皮革,棕色,无图案,套脚设计、厚底,穿脱式,https://detail.tmall.com/item.htm?abbucket=2&id=843456983494&mi_id=0000EWgz4rlaDt5iH-cyQgfsQY8gzITemqp3gIYZAjIgxB4&ns=1&priceTId=214781c117687391824126249e116b&skuId=5909551491746&spm=a21n57.imgsearch.item.2&utparam=%7B%22aplus_abtest%22%3A%224411fa525b0f9a90e4ec1e30656b3c7c%22%7D&xxc=taobaoSearch
p71,苹果印花灰针织短袖,女款,童趣休闲上衣,短款型,针织面料,浅灰,胸前青苹果刺绣、品牌标,圆领、下摆木耳边,套头式,https://detail.tmall.com/item.htm?abbucket=2&id=891936924831&mi_id=0000OZEGJQO4cmQEbIpAeToCDd_2WDmsKLhGLowrcxvJHUY&ns=1&priceTId=214781c117687391978977364e116b&skuId=6020636794647&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%2281f042c490b46f692129ee64c82a76e2%22%7D&xxc=taobaoSearch
p72,浅蓝阔腿牛仔裤,女款,复古休闲裤,宽松阔腿型,牛仔面料,浅蓝,无图案,松紧腰头、褶皱设计,穿脱式,https://detail.tmall.com/item.htm?abbucket=2&id=886953624134&mi_id=0000Jc4oNYr4diDV9sBKK2Pm3nlXyN_ebt5wGRIo1AfBxp4&ns=1&priceTId=214781c117687392100778304e116b&skuId=5728185440562&spm=a21n57.imgsearch.item.3&utparam=%7B%22aplus_abtest%22%3A%22ed70ddb48a901c6a40f043305be657d6%22%7D&xxc=taobaoSearch
p73,银色铆钉玛丽珍鞋,女款,潮流复古单鞋,平底浅口型,亮面皮革,银色,无图案,铆钉装饰、魔术贴固定,穿脱式,https://item.taobao.com/item.htm?abbucket=2&id=901409138838&mi_id=0000WiCahN3Rs_g50mZ1hs8lhAJiYw1-HF8Nw-TsiZgcCx4&ns=1&priceTId=214781c117687392218481112e116b&skuId=5770809657004&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%2237e87df1bab6d288bd46e234dd8cf73f%22%7D&xxc=taobaoSearch
p74,藏青菱格假两件毛衣,女款,学院风休闲毛衣,宽松型,针织面料,藏青、白,菱格提花、樱桃刺绣,假两件娃娃领、袖口字母,套头式,https://detail.tmall.com/item.htm?abbucket=2&id=961245925808&mi_id=00000JwJ8Poo4JP9gMeoEnFKTl_8uOduOaCs3F3BVylxj8Q&ns=1&priceTId=214781c117687392417512525e116b&skuId=6059448507402&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%2213aaf772a38bb5a4690c0bf4465f7db8%22%7D&xxc=taobaoSearch
p75,藏青木耳边针织半裙,女款,甜美休闲半裙,短款型,针织面料,藏青,无图案,多层木耳边设计,穿脱式,https://detail.tmall.com/item.htm?abbucket=2&id=961245925808&mi_id=00000JwJ8Poo4JP9gMeoEnFKTl_8uOduOaCs3F3BVylxj8Q&ns=1&priceTId=214781c117687392417512525e116b&skuId=6059448507402&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%2213aaf772a38bb5a4690c0bf4465f7db8%22%7D&xxc=taobaoSearch
p76,菱格装饰长筒袜,女款,学院风配饰袜,长筒型,棉质面料,白、灰、红,菱格提花、字母标,罗纹袜口,穿脱式,https://detail.tmall.com/item.htm?abbucket=2&id=961258509045&mi_id=0000AOoSngbcTbW1SCrdlU_SY1ME0rsml9cw4ifAgSeMp-w&ns=1&priceTId=214781c117687392587203607e116b&skuId=5892135108804&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%2220422f73a4c60c7a5262876e01e26db1%22%7D&xxc=taobaoSearch
p77,黑色铆钉玛丽珍鞋,女款,复古学院单鞋,低跟浅口型,亮面皮革,黑色,无图案,铆钉装饰、魔术贴固定,穿脱式,https://item.taobao.com/item.htm?abbucket=2&id=820376016912&mi_id=0000XoeeX2wk8kC0PJybUKtSVXq0Bg-zrr5vIAGq4o7WVjE&ns=1&priceTId=214781c117687392691034192e116b&skuId=5527578485929&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%223248e1317db602bafa5f4e4c5b7e901a%22%7D&xxc=taobaoSearch
p78,企鹅星星灰针织毛衣,女款,童趣休闲毛衣,宽松型,针织面料,浅灰、黑、白,星星企鹅刺绣、菱格袖,圆领、下摆小标,套头式,https://detail.tmall.com/item.htm?abbucket=2&id=984923557692&mi_id=0000QVmbi1TBbLs3lip8pAqKzBYhNkJVDnrOKICqNTZmmbc&ns=1&priceTId=214781c117687392894045710e116b&skuId=6112430455791&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%22488d9eeb1eabd7c622359d93f696e92a%22%7D&xxc=taobaoSearch
p79,白色木耳边半高领上衣,女款,甜美基础款上衣,修身型,棉质面料,白色,胸前小标,半高领、下摆双层木耳边,套头式,https://detail.tmall.com/item.htm?abbucket=2&id=984176966149&mi_id=00000Lnuwam8dy0CLLgXz9u6Ajw_DThnQ0yUqyVBrCJOkWw&ns=1&priceTId=214781c117687393033106879e116b&skuId=5945605040057&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%22cede1b67f2101f47443a5b0fe8ad8518%22%7D&xxc=taobaoSearch
p80,深蓝星星阔腿牛仔裤,女款,复古休闲裤,宽松阔腿型,牛仔面料,深蓝,裤脚星星刺绣,松紧腰头、卷边设计,穿脱式,https://detail.tmall.com/item.htm?abbucket=2&id=983684139147&mi_id=0000yp2-i5kkDAV7TKg1ZirgnyEPvNxsdUlUtyAKhlH1JP4&ns=1&priceTId=214781c117687393143477772e116b&skuId=5946952385259&spm=a21n57.imgsearch.item.2&utparam=%7B%22aplus_abtest%22%3A%2220d428bedbdfe79768a78889ad5681c5%22%7D&xxc=taobaoSearch
p81,黑色涂鸦贝雷帽,女款,潮流休闲帽饰,贝雷帽型,针织面料,纯黑,侧边白色涂鸦标,无檐贴合设计,佩戴式,https://item.taobao.com/item.htm?abbucket=2&id=642260403565&mi_id=0000gzOUv4koi7HXlsyau59MF90Ebs89iraFaLXa1O6kNW8&ns=1&priceTId=214781c117687393258478757e116b&skuId=6099819914937&spm=a21n57.imgsearch.item.2&utparam=%7B%22aplus_abtest%22%3A%22b4cf67f3759327097f37301cfcf80e78%22%7D&xxc=taobaoSearch
p82,棕皮毛领穆勒鞋,女款,复古保暖拖鞋,穆勒拖型,皮革、毛绒,棕、浅棕,无图案,鞋口毛绒装饰,穿脱式,https://dw4.co/t/A/1u7MAm3iC
p83,米白格纹小熊连帽外套,女款,童趣休闲外套,宽松短款型,棉质面料,米白、红,胸前小熊格纹刺绣、帽里格纹,拉链开合、侧插袋,拉链式,https://detail.tmall.com/item.htm?abbucket=2&id=836988448798&mi_id=0000ctUOZQsyLFBwMeFmCQlsUOx59P7Xz5bUIrrmFgO5ssA&ns=1&priceTId=214781c117687393634043192e116b&skuId=5595572409922&spm=a21n57.imgsearch.item.3&utparam=%7B%22aplus_abtest%22%3A%220110a10b8e1e5bd848220bf15d9cadea%22%7D&xxc=taobaoSearch
p84,米白半高领针织衫,女款,简约基础款上衣,修身型,针织面料,米白,后背小标装饰,半高领、长袖,套头式,https://item.taobao.com/item.htm?abbucket=2&id=973349846187&mi_id=00006rkwIHJARtOSXFjwwlB8D91Q8LFq3E_sCUaTn0lag8U&ns=1&priceTId=214781c117687394451878410e116b&skuId=6091209378016&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%22d68af08fd8947b33e16cf19206f28569%22%7D&xxc=taobaoSearch
p85,米白阔腿休闲裤,女款,休闲基础款裤装,宽松阔腿型,棉质面料,米白,侧边小标装饰,松紧腰头、侧插袋,穿脱式,https://detail.tmall.com/item.htm?abbucket=2&id=836988448798&mi_id=0000ctUOZQsyLFBwMeFmCQlsUOx59P7Xz5bUIrrmFgO5ssA&ns=1&priceTId=214781c117687393634043192e116b&skuId=5595572409922&spm=a21n57.imgsearch.item.3&utparam=%7B%22aplus_abtest%22%3A%220110a10b8e1e5bd848220bf15d9cadea%22%7D&xxc=taobaoSearch
p86,酒红亮面手提包,女款,轻奢时尚包袋,迷你波士顿型,亮面皮革,酒红,无图案,手提、拉链开合,开合式,https://dw4.co/t/A/1u7MBBwpH
p87,红白休闲鞋,女款,运动休闲鞋,低帮平底型,绒面革、合成革,红、白,鞋身Puma标,鞋带固定,穿脱式,https://detail.tmall.com/item.htm?abbucket=2&id=889787956904&mi_id=0000z52gQHRCaAAoS55ME002RpZm4WTpPhTmWEVhTKP6UiE&ns=1&priceTId=214781c117687395341276505e116b&skuId=5780922637507&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%2233efa94edb57aaf1e35cae40697d2717%22%7D&xxc=taobaoSearch
p88,藏蓝连帽长袖上衣,女款,休闲运动风上衣,修身短款型,棉质面料,藏蓝,胸前字母装饰、袖侧白条纹,连帽设计,套头式,https://detail.tmall.com/item.htm?abbucket=2&id=954275499046&mi_id=0000znjWMLqYFCitCCCy1dbZXkoUsSrMwKSUDnnbVfreWZQ&ns=1&priceTId=214781c117687395488167246e116b&skuId=6044381050797&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%22774241a8df543be90f5c7c818c1b4910%22%7D&xxc=taobaoSearch
p89,藏蓝假两件裙裤,女款,甜美休闲裤装,假两件型,棉质面料,藏蓝,侧边白条纹、字母装饰,松紧腰头、裙摆设计,穿脱式,https://detail.tmall.com/item.htm?abbucket=2&id=954275499046&mi_id=0000znjWMLqYFCitCCCy1dbZXkoUsSrMwKSUDnnbVfreWZQ&ns=1&priceTId=214781c117687395488167246e116b&skuId=6044381050797&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%22774241a8df543be90f5c7c818c1b4910%22%7D&xxc=taobaoSearch
p90,米白小熊挂饰手提包,女款,童趣时尚包袋,迷你波士顿型,皮革面料,米白,包身压纹、小熊挂饰,手提、拉链开合,开合式,https://detail.tmall.com/item.htm?abbucket=2&id=906679460563&mi_id=0000qYfYZ1__UeEjJvGcNx5--C_BwEzHU8AQRXw8G0vxq1o&ns=1&priceTId=214781c117687395645098323e116b&skuId=5869439188755&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%226e5a9d5d7d93503d66328d5a03897cc5%22%7D&xxc=taobaoSearch
p91,白色丝带装饰休闲鞋,女款,甜美休闲单鞋,平底浅口型,皮革面料,白色,无图案,丝带鞋带、鞋侧木耳边,穿脱式,https://detail.tmall.com/item.htm?abbucket=2&id=1009168817762&mi_id=0000yHFSRhA9S7VNkeDEe0AZwJRogacCOOzgiBTblSBoEyc&ns=1&priceTId=214781c117687395907232031e116b&skuId=6007208432696&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%2247268061c9b0f4e341bb20a4bd40c366%22%7D&xxc=taobaoSearch
p92,小熊刺绣米白连帽毛衣,女款,童趣休闲上衣,宽松短款型,针织面料,米白、红、藏青,胸前小熊刺绣,连帽、罗纹收口,套头式,https://detail.tmall.com/item.htm?abbucket=2&id=832435991671&mi_id=0000bkrfseYinwhzT-QnVQhga-l07w3-6C1K6VAYur4HkYc&ns=1&priceTId=214781c117687396058823015e116b&skuId=5819727498708&spm=a21n57.imgsearch.item.3&utparam=%7B%22aplus_abtest%22%3A%221f71ea6a70be290c64db5b7e4ee72715%22%7D&xxc=taobaoSearch
p93,浅蓝半高领针织衫,女款,简约基础款上衣,修身型,针织面料,浅蓝,无图案,半高领、罗纹纹理,套头式,https://detail.tmall.com/item.htm?abbucket=2&id=984921900657&mi_id=0000SQ7FDXN8ymfCFMQbsMdPfqqFjix1J5_Bi2JrShh4m-E&ns=1&priceTId=214781c117687396179213695e116b&skuId=5946119705240&spm=a21n57.imgsearch.item.7&utparam=%7B%22aplus_abtest%22%3A%22249b13a38ab9120059860da3f57f3834%22%7D&xxc=taobaoSearch
p94,卡其阔腿休闲裤,女款,休闲基础款裤装,宽松阔腿型,棉质面料,卡其,无图案,松紧腰头、侧缝线装饰,穿脱式,https://item.taobao.com/item.htm?abbucket=2&id=834564366841&mi_id=0000vI0mwxVcGssjMOdGIuZ-sjOrxW_UAW9W6gAkWzq17g0&ns=1&priceTId=214781c117687396448325428e116b&skuId=5587706209573&spm=a21n57.imgsearch.item.3&utparam=%7B%22aplus_abtest%22%3A%22f7deb1406329df584b4be99997becc09%22%7D&xxc=taobaoSearch
p95,米白拼色休闲运动鞋,女款,复古休闲鞋,低帮平底型,网布、绒面革,米白、棕,无图案,撞色鞋带、透气网面,穿脱式,https://dw4.co/t/A/1u7NNittU
p96,黑猫印花红色连帽外套,女款,潮流休闲外套,宽松短款型,棉质面料,红色、灰,胸前黑猫印花、帽里条纹,拉链开合、侧插袋,拉链式,https://detail.tmall.com/item.htm?abbucket=2&id=978376358431&mi_id=0000oOGIPGsO-JHBRIaMDKacvdAjBLBFYKjew0tS_nAeQ9g&ns=1&priceTId=214781c117687397202572086e116b&skuId=5935289217886&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%22a92ec6628952134499d4c5b04d5908d6%22%7D&xxc=taobaoSearch
p97,黑色半高领针织衫,女款,简约基础款上衣,修身型,针织面料,黑色,无图案,半高领、罗纹纹理,套头式,https://detail.tmall.com/item.htm?abbucket=2&id=832306682125&mi_id=0000cLNRYmt3AlRMT0NXKBPRLTxTDs4VLo6qpVsY0dJXUqU&ns=1&priceTId=214781c117687397305532604e116b&skuId=5577841321988&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%22b14f4579b0d0a01f84a57bf7e6713724%22%7D&xxc=taobaoSearch
p98,浅蓝阔腿牛仔裤,女款,复古休闲裤,宽松阔腿型,牛仔面料,浅蓝,无图案,松紧腰头、裤脚装饰线,穿脱式,https://detail.tmall.com/item.htm?abbucket=2&id=979749420266&mi_id=0000v1YbeO3NoARufxAulkw3tb6xOQz8uMCEFoyPyfbAUOU&ns=1&priceTId=214781c117687397521664473e116b&skuId=6100864463417&spm=a21n57.imgsearch.item.2&utparam=%7B%22aplus_abtest%22%3A%22cc2e251dd72b27ecc0c23c6e2f5c364f%22%7D&xxc=taobaoSearch
p99,白色羊羔毛搭扣拖鞋,女款,保暖休闲拖鞋,穆勒拖型,羊羔毛、皮革,白色、棕,无图案,皮革搭扣装饰,穿脱式,https://detail.tmall.com/item.htm?abbucket=2&id=868891889610&mi_id=00000dsqcP1FKUojNdI8byT9QGYgzRhEodqZ4n3Ye0waVC8&ns=1&priceTId=214781c117687397641525452e116b&skuId=5696234216998&spm=a21n57.imgsearch.item.3&utparam=%7B%22aplus_abtest%22%3A%221ea3d2c4ad6270bc3fa8c31637a084ca%22%7D&xxc=taobaoSearch
p100,玫瑰刺绣米黄连帽针织外套,女款,温柔休闲外套,宽松短款型,针织面料,米黄,袖口玫瑰刺绣、下摆小标,连帽、拉链开合,拉链式,https://detail.tmall.com/item.htm?abbucket=2&id=843504334560&mi_id=0000_VMupyz_tiYu-KoalfZYirPyHSl4_-cofxiNYW6UmNQ&ns=1&priceTId=214781c117687397860527027e116b&skuId=5787086718513&spm=a21n57.imgsearch.item.3&utparam=%7B%22aplus_abtest%22%3A%22fce44eccdefa54dbb841b5bf98a19fc6%22%7D&xxc=taobaoSearch
p101,白灰撞边字母长袖上衣,女款,简约休闲上衣,修身型,棉质面料,白、灰,胸前字母装饰,圆领、撞色袖口、领口,套头式,https://detail.tmall.com/item.htm?abbucket=2&id=843986460738&mi_id=0000ktztU7eKD2g4_6kDjhw6f-vA8yg_LLe5tBowTDaVEJY&ns=1&priceTId=214781c117687397982817788e116b&skuId=5618994060215&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%225549dc31f0b234a3a611648d98028059%22%7D&xxc=taobaoSearch
p102,深灰百褶半身裙,女款,学院风休闲半裙,短款型,毛呢面料,深灰,无图案,高腰百褶设计,穿脱式,https://item.taobao.com/item.htm?abbucket=2&id=835123241030&mi_id=0000Ki-DtM-1NcO5-7osM7y3yxM1O_i2r2ODoOYTKEXKNSI&ns=1&priceTId=214781c117687398086618475e116b&skuId=5755176306942&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%2242e86fe805409d767161e5439a0d335d%22%7D&xxc=taobaoSearch
p103,浅灰针织腿套,女款,保暖配饰腿套,长款型,针织面料,浅灰,无图案,罗纹纹理,穿脱式,https://item.taobao.com/item.htm?abbucket=2&id=760502722888&mi_id=0000xiJL_232h2uB5I8fIs5uK_En3nczCqzLhP3Ow13IsCk&ns=1&priceTId=214781c117687398202061287e116b&skuId=5240323548506&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%2208967e0901b57ddf61125983927a8151%22%7D&xxc=taobaoSearch
p104,银灰机能风休闲鞋,女款,户外休闲鞋,低帮厚底型,网布、合成革,银灰,鞋身品牌标,抽绳鞋带、防滑鞋底,穿脱式,https://dw4.co/t/A/1u7NORIml
p105,小狗印花米黄连帽卫衣,女款,童趣休闲上衣,宽松型,棉质面料,米黄、棕、红,胸前小狗印花,连帽、撞色包边,套头式,https://detail.tmall.com/item.htm?abbucket=2&id=836053427682&mi_id=0000Djc5WWj8_AvhdCpXIe4Q77vN2L1qXgAl6CfXW9QPbAw&ns=1&priceTId=214781c117687398839545663e116b&skuId=5762362219016&spm=a21n57.imgsearch.item.2&utparam=%7B%22aplus_abtest%22%3A%2250a6c89b38d8284f78d9113723a5175d%22%7D&xxc=taobaoSearch
p106,棕格纹蝴蝶结百褶裙,女款,甜美复古半裙,短款型,毛呢面料,棕格纹,裙身蝴蝶结装饰,高腰百褶设计,穿脱式,https://detail.tmall.com/item.htm?abbucket=2&id=833278943466&mi_id=0000fSY4ANY4muQSfYT9VlBSfFJZzObweJ4O_LxaAKhSR2g&ns=1&priceTId=214781c117687398950736372e116b&skuId=5582946841498&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%2231df426d43a7205f66369bf043800282%22%7D&xxc=taobaoSearch
p107,白色长筒针织袜,女款,基础款配饰袜,长筒型,棉质面料,白色,无图案,罗纹纹理,穿脱式,https://detail.tmall.com/item.htm?abbucket=2&id=843352652406&mi_id=0000aQep_3I0wA2r6EIqerDvaP4ymYFOrOaSchRzwSE6spc&ns=1&priceTId=214781c117687399043557104e116b&skuId=5786218943346&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%229db992c2616c456c505ad1965b0658fb%22%7D&xxc=taobaoSearch
p108,棕皮厚底短靴,女款,复古潮流短靴,中筒厚底型,皮革面料,棕色,无图案,搭扣装饰、厚底,穿脱式,https://item.taobao.com/item.htm?abbucket=2&id=973998853391&mi_id=00001yW3pf0eZf6c1QiDm6VJy83ihpCw3DpXPnDKV3tZb2s&ns=1&priceTId=214781c117687399163258111e116b&skuId=5924994980404&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%229d017789bd4d919f5f281711fa4fae08%22%7D&xxc=taobaoSearch
p109,红心白鸽菱形纹毛衣,女款,复古休闲毛衣,宽松型,针织面料,红、黑、白,红心、白鸽提花,圆领、袖口撞色条,套头式,https://detail.tmall.com/item.htm?abbucket=2&id=836727152735&mi_id=0000rjsBuSnePAamJJHqctE6ot59fj60mcWbm971POR-8Aw&ns=1&priceTId=214781c117687399305621148e116b&skuId=5592204980640&spm=a21n57.imgsearch.item.2&utparam=%7B%22aplus_abtest%22%3A%22ace5d0ca02d75af1a5cc744f0a7c5621%22%7D&xxc=taobaoSearch
p110,藏蓝小马刺绣阔腿裤,女款,休闲基础款裤装,宽松阔腿型,棉质面料,藏蓝,裤身小马刺绣,松紧腰头,穿脱式,https://detail.tmall.com/item.htm?abbucket=2&id=832909713925&mi_id=0000JvfR-jDOLa_6B9zMI4tIu2bY_-0CNy9OLzgx2PzICQI&ns=1&priceTId=214781c117687399417031993e116b&skuId=5576994340428&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%224601dfd8421761be30ad5e4265a7a6d2%22%7D&xxc=taobaoSearch
p111,米白拼色休闲运动鞋,女款,复古休闲鞋,低帮平底型,网布、绒面革,米白、棕,无图案,撞色鞋带、透气网面,穿脱式,https://dw4.co/t/A/1u7NNittU
p112,笑脸印花撞边短袖上衣,女款,童趣休闲上衣,宽松短款型,棉质面料,白、黑,胸前笑脸、小装饰印花,圆领、撞色袖口、领口,套头式,https://detail.tmall.com/item.htm?abbucket=2&id=907437000912&mi_id=0000vc9GgrpcWL5A4JyDTIB7HKC8YX6LIjB6d5b17NeQXNs&ns=1&priceTId=214781c117687399705794073e116b&skuId=6175061578539&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%222b7689c8e4501651757383ec1e2a293b%22%7D&xxc=taobaoSearch
p113,彩色装饰黑短裤,女款,甜美休闲短裤,短款型,棉质面料,黑色,侧边彩色小装饰印花,高腰、内衬设计,穿脱式,https://detail.tmall.com/item.htm?abbucket=2&id=907442372472&mi_id=0000PAj37zhpVhXXZATKNBu9mb_8nO_DRx2LuSE-tMMm4kk&ns=1&priceTId=214781c117687399705794073e116b&skuId=5766214072409&spm=a21n57.imgsearch.item.3&utparam=%7B%22aplus_abtest%22%3A%22a41919c345c7ad47c3df985d59c4e28c%22%7D&xxc=taobaoSearch
