itemID,title,gender,style,outline,materials,color,pattern,detail,donning/doffing,URL link
p44,米色手提包,女款,优雅通勤风浅棕皮质手提包,方形手提包身版型,皮革面料,米色,手提肩带设计，带金属装饰扣,金属五金装饰,手提/单肩挎戴，通过开合扣使用,https://item.taobao.com/item.htm?abbucket=8&id=959908383531&mi_id=0000mmCq-IiAvDK-VjAQTACX6lvrLXrr6i-X4uSpV4AMgJg&ns=1&priceTId=2147807017689965513508908e1264&skuId=6057962706959&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%22cc53853949324d603d482a8d2616dfc7%22%7D&xxc=taobaoSearch
p45,黑色厚底乐福鞋,女款,复古学院风黑色厚底系带皮鞋,厚底乐福鞋版型,皮革面料,黑色,低帮鞋型,厚底设计,直接穿脱,https://detail.tmall.com/item.htm?abbucket=8&id=608932009629&mi_id=0000kFeJfF3TwTTxKzVMKiS0a-2lBDPvJbv1oeqdDbFrYLw&ns=1&priceTId=213e09ae17689952651917125e120d&skuId=5209000439912&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%2266f82306b03dfd65786497f7266e45f3%22%7D&xxc=taobaoSearch
p46,棕色长款毛呢外套,女款,复古优雅风棕色双排扣大衣,宽松长款版型,毛呢面料,棕色,翻领单排扣，长款版型,纽扣开合设计,直接穿脱，通过纽扣系合,https://item.taobao.com/item.htm?contentSetId=-1&from=cart&id=737811300015&isabs=detail&mi_id=0000WSbvdhQ1XQT1Lh8ff-T8MasYhFP-ShA9ojOA_SEIoPo&singleUseCache=true&spm=a1z0d.6639537%2F202410.item.d737811300015.6e6c7484nWPMso
p47,白色拉链长袖上衣,女款,简约休闲风白色半拉链毛衣,短款修身版型,棉质面料,白色,半拉链设计，长袖,拉链设计+领口标识,通过拉链穿脱,https://item.taobao.com/item.htm?ft=t&id=737996685036&pisk=g8vrxr0dJYHzmk0MbhXE3NHWu6BRJ9us8p_CxHxhVabkNwweLZ-i2aGKweR2-EC5rQ_QLp72rJ1WLHeFxHYK2wi-G3KRp90s5pk623e9-i2DL_XDmM-0-zfoGtmrblrm5AM60S21umu6NegNEiIhKgbltnmVXGFlK_VlomShAzV3Eexm0ZI1-uX3EZ4c2Z4uE8VonSjNq7bhrMm2mZIUZ9XH-tmVvZbhK9czM3x33G1oD4ABe8uV1_7MqZywDKSoINkOoJ4Xng-V23VLKJvV4_JD3rkKC_OHX1pWvvyAFhRcnGt-U-WMqG85lFDg3txXme19M2e1FEJF_K1uxVbGTaRDEsr3KnxA-6Rez4PRrQTV6if0YAIX5ZxJEIoLo3Y1zTjcGAmwm6AXe1pSo8WM636Wteh_MT-HZtSryyI0xOvpayVFZiIV5moV8sAizRi4vFFL9sXO0Ni5VWFdZiIV5mo49WCcki7sVg1..&spm=pc_detail.30350276.202205.3.4f5577b0VZwWRP
p48,浅蓝色长袖衬衫,女款,清新通勤风浅蓝条纹长袖衬衫,修身长袖版型,棉质面料,浅蓝色,翻领长袖,简约无额外装饰,衬衫式穿脱，通过纽扣开合,https://item.taobao.com/item.htm?id=736589680496&pisk=gZ6nYgsDS6RIjF3an4JQTbPJFQNOJp9WzaHJyLLz_F81vYECv1xPyNZ7ApIyrab95MH8AMCiqi_GrQZByU8lyg5LX-eAAM9WUa4YH-Kzusz5-4JrLulw2nE9YNKqT-JWUrUk4lWMnL_HedRs4GrM23tyYa8r7F86q4uFzeRZ7nxXUU7PzdJw2nDyzX-y7F86cvlyYYyZ_HtrUD-PzGrM4nvyzaRUjG864L8rBRMyoTW1QzHh9nS6hlB9xBYVYeSdvOkyTXsHSeYFQHjMhMoSUYWMxBXNIV27HBCPcI6dV8D6pifwQnIQKAvVYnbpWZyqIdSObadf1zMvpNXkiOdE4r82ZefNLCmrUGS6zQfl-ycB86QMGhRZq-tOkFSCL1qS7M7v-p-w6-rcbQ5OdI6L7vvVGMpdaaNx1pjPTdjyFflqiCDWbuBZNbOefhYAVvz1x4aVVuEgjjNBThtLklqiNbOefhYYjlcjPB-6vrC..&spm=pc_detail.30350276.202205.1.4f5577b0osoBH4
p49,蓝色高腰牛仔裤,女款,复古休闲风浅蓝喇叭牛仔裤,高腰微喇版型,牛仔面料,蓝色,阔腿版型,牛仔纹理装饰,穿脱方便，可调节腰部松紧,https://item.taobao.com/item.htm?ft=t&id=736786549196&pisk=gRamxoVnEoojMK9P-duf0hWxwfj-rqgsQRLtBVHN4Yk7MFCbMucaB811GqFZIR2-FSLOGSEksWwuIc1jBAkgB5rAwwQLGSgs7RXdJwe3hze8nIkZ_1-rsfC-g8he0wus79Bi__zo-VwmW2rDg75o6fGZQRkwUUkSsdJaQxoyUXcI7AyaQ4lrOfdqQAoNz4kSOE-wuF-yzXGmgIlaQ75osYkZ7myaa_csUAlurFk37zaPBEqfojMnWzcmmvPlAF8g_enqLoky79rsipMUgYYw7v0ymJNuMtYQwqaQKXeAzE23OzwoaJ7GEVw7bRlgUw9tlkebR02AYUPrPYoEUyJ20X0mnDzq4wC7gcrurqUVCHN8ZxonyuI5Hc30nkMI0g67I7DYQrmynTHTv7UqqJWJrRigA5hgnZY4Lg-B4H-nqFGP6z-6fmlSZvF6uTNDC9P16_fkAiiqNjBdZ_x6fmlSZvClZH9s0bGAp&spm=pc_detail.30350276.202205.2.4f5577b03iGE1U&sku_properties=1627207%3A28338
p50,黑色菱格纹链条单肩包,女款,轻奢复古风黑色菱格链条包,绗缝菱格包身版型,皮革面料,黑色,菱格纹,金属链条肩带+品牌标识,单肩/斜挎佩戴，通过开合扣使用,https://detail.tmall.com/item.htm?abbucket=8&id=954205199647&mi_id=0000z3I1gj4Cfibel6W2HxZJlMmhgaVZgJPQ4nYZr2n2AlA&ns=1&priceTId=214784e717689945415603819e1193&skuId=5877768916801&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%220573bc4f81f7f7c379b2185cab982322%22%7D&xxc=taobaoSearch
p51,黑色厚底乐福鞋,女款,复古学院风黑色厚底系带皮鞋,厚底乐福鞋版型,仿皮面料,黑色,厚底系带,厚底设计,直接穿脱,https://item.taobao.com/item.htm?abbucket=8&id=670110673215&mi_id=00003Mzs_oMdrqnWA4Iv-YppfphLxLO6gHSvaqoKOKbfCZ8&ns=1&priceTId=2147807017689966581291034e1264&skuId=4998300147756&spm=a21n57.imgsearch.item.2&utparam=%7B%22aplus_abtest%22%3A%22b291226b665ff0f244fdc28a8c9f4c10%22%7D&xxc=taobaoSearch
p52,棕色长款毛呢外套,女款,复古优雅风棕色双排扣长款大衣,宽松长款版型,毛呢面料,棕色,翻领单排扣,纽扣开合设计,直接穿脱，通过纽扣系合,https://item.taobao.com/item.htm?contentSetId=-1&from=cart&id=737811300015&isabs=detail&mi_id=0000WSbvdhQ1XQT1Lh8ff-T8MasYhFP-ShA9ojOA_SEIoPo&singleUseCache=true&spm=a1z0d.6639537%2F202410.item.d737811300015.6e6c7484nWPMso
p53,灰色针织开衫马甲,女款,简约学院风灰色V领针织背心,无袖马甲版型,针织面料,灰色,V领纽扣设计,纽扣设计,开衫式穿脱，通过纽扣调节松紧,https://item.taobao.com/item.htm?ft=t&id=736590720201&pisk=gc-jxYGBDSVff6Mx6SkzNMvg-Fs6kYoEfR69KdE4BiIxfOdeNNEZoi71fQCy0sJVDc69TQ_9_1J4nUAepo-qoGr1mGjtTXoEY-vcjGBo3Pp8i0BFIczTXNIc2SHUz8nEYKv5dk_xFD8qCvthF1IOksQJe_XLMrdOk0BRZOXTMOExFLClwOUAHNCRwtWUX-dTD_URLt1TMNIOyLBNw1IOXCp-FO5R6GI96LhreJ6slsvjLN3tmIm6wKC7XlKxjZ1Ia_BlU315k6QJZlByVt_f9KKQd9sPe3-58ayZwgpHzIB5A0zAvLT9Oedi8zjXBEdGPIcuP_8JzdCOyJrMFQ9O2nLQBlp5csdwfZFjN6KDeHjRzDHBe3A2n39aBcByT_pDDGiKKisAMg6kbbqA1UL90ZjgMX7DBUO5hMIyxk5BBFz_Fwq1F6kSFP4g8DpsBHzS1BbAEt_rFYNvSZBlF6kSFP4GkTXfLYM7MFf..&spm=pc_detail.30350276.202205.8.4f5577b0HBMJXS
p54,白色高领打底衫,女款,简约基础风白色高领针织打底衫,修身长袖版型,针织面料,白色,高领长袖,高领设计,套头穿脱,https://item.taobao.com/item.htm?ft=t&id=731638402785&pisk=gG8oxSAGn3S7eZ2qSJ7S4kkdRTnxma_CLpUdpwBE0tWXwyhWwnfepKGINadFKpvAhQUKNQK0tC9DKMG5p9WHpB--MV39NQ_C8pDtWVCUo-WyEJSPYXyVw6lAaKCa4V7C8AHhTj8cSw9lJNJzaIlc961FLpWU3rWf99zyLTS431f189JeLZPVw1CUaTWz0rWf1z5PTTPVg61LUJ5yLIlc9tWF8gJegjfC39k_JyWM8ETqpzDN_nLcsEflqORmfyz3z_wOIQJT-yXoUgWZWt4U8EfktMcyHPmdQh6RXOpqkzbHg6vRHduaoZSMfBCHE44Pyn-XPaLxIJIkKTSpoimaidbkKG8PmWzhPwWVos8Z9l6voTperilTSMQ2WG7yDmMRvafMLU9utyJwMCL5ceDg39tR1Z59N44c7Q5F4QZ4blj0RslpukZC4s1cBBarhQ2IQBGKijqsVg5fwAhmikZC4s1cBjc0fJsPG_HO.&spm=pc_detail.30350276.202205.7.4f5577b00a1ZsU
p55,黑灰格纹半身裙,女款,复古学院风黑白格纹半身裙,高腰A字裙版型,聚酯纤维,黑灰色,格纹图案，短款,格纹图案装饰,穿脱方便，可调节腰部松紧,https://item.taobao.com/item.htm?ft=t&id=736588028226&pisk=gkhZYZtYDCdZRA-oz4V2TupsDSPTVS-W0jZboq005lqiCo1qgkukWl9vBmkEmDe_jAZfgjrEjswsgqC4oqmvWoT9dV3TMSxWVjRSWVE0hwvqgRV3KruhSs2MdWYwza7HVQOS89f7Ye-SCmTP3ya0iPqgn2YUyzBgi-V0xez0lGXcsm0H8kUbmsfcI9j35zfgi1qGK64TSo4ci-2hKkU0iom0ieP3vrV0mmVmZugio6z7IeKMxBjFb2eaqVqFa2hUS4Wt7k5AGXkELuA7YsfmTPu43FmCaKZoelw7VDAC_Su3ucZIqQfUt8k-lrow_1VsKvhT1XtPcRo4j-GULLbE45o4Ef2FosPTikVU-bYfekGUfmcaKU1zhWc7E5DBphwb_zom6c7Vi00IPfeKg3S3DAa8tzg9_6PoSrjzeiUho7cxQiX4IyUUVe8U0JDkb_TFk0BAHJV88uT_5tBYIyUUVe8FHte3vyrW5P1..&spm=pc_detail.30350276.202205.9.4f5577b0GFS9Wm&sku_properties=1627207%3A28334
p56,白色中筒袜,女款,简约基础风白色中筒袜,中筒长袜版型,棉质混纺面料,白色,中筒长度,无额外装饰,直接穿脱,https://detail.tmall.com/item.htm?abbucket=8&id=982803991568&mi_id=0000Wi7QLRy97clztaPetod4PVcL4TWVOfyYh_e_xlfXctE&ns=1&priceTId=2150495f17689858569916514e12e4&skuId=5944474196285&spm=a21n57.imgsearch.item.8&utparam=%7B%22aplus_abtest%22%3A%2214ea2284a4146d81d2563768da3797cb%22%7D&xxc=taobaoSearch
p57,黑色金属标乐福鞋,女款,复古学院风黑色厚底乐福鞋,乐福鞋经典版型,仿皮面料,黑色,低帮鞋型,鞋头金属标识装饰,直接穿脱,https://detail.tmall.com/item.htm?abbucket=8&id=645916460576&mi_id=0000lIoZlLD6CmH_gLQhpNylggsvsCjWeeGHeY4HNLHu0b8&ns=1&priceTId=213e0ac317689948458385898e11e7&skuId=5786801518852&spm=a21n57.imgsearch.item.10&utparam=%7B%22aplus_abtest%22%3A%22f61cbe992da39cfcc1886acc6f074782%22%7D&xxc=taobaoSearch
p58,黑色长款毛呢外套,女款,复古通勤风黑色双排扣长款大衣,宽松长款版型,毛呢面料,黑色,翻单排扣,纽扣开合设计,直接穿脱，通过纽扣系合,https://item.taobao.com/item.htm?id=737811300015&mi_id=0000K12dZJF8JV1W-IRj6SP5yjA-VIAOoqUrtWYKIyh1zM8&spm=a21xtw.29978518.0.0&xxc=shop
p59,卡其色针织开衫,女款,温柔简约风浅棕色针织开衫,修身短款版型,针织面料,卡其色,V领纽扣设计,纽扣设计,开衫式穿脱，通过纽扣调节松紧,https://item.taobao.com/item.htm?ft=t&id=731302900816&pisk=gPfocy_MmTJ74Yn4sDR7Uv5MrxevmQOBYMhpvBKU3n-fyXU5ytYFviaQPQQexMjvcahLPaBm-NscxpaWvH-hvwW8k5FOPaOBTMqT65FDWLgPrUJy4ZzeJeoy8-pzrAuTrlET6WDq1nE3XaIduuC2Rn8rapRUoE8wSB8rUHzD0eYsL0SeTr4DJFxeYUlE0S8MSBoy4L-VueYkYHleUxzDRn-eTBSegrYB0HReTbyZThfFGsrKZkSoQTJRiUvkbZ2sTXD2zcKGznlnt3AeEYQymXlFi9xqbUtzCqKBw3_JrMNsNQJhCwLhq7cPxN1fmESatfKPlNB9F_PsddAycpfPruVho6xkQ_Jm-P_wgeSeKtZi6UARndflFyiVzGKlQQ_KSuQDItv6uKunUQBOW69Na7m6DdTh2nIa_jA2Lg5S3AkMnXT4JskIdL8XohQIao_oAl7QJr4mC89ylUETorDIdL8XohU0oAiBUET8X&spm=pc_detail.30350276.202205.6.143c77b0BGrPVK&sku_properties=1627207%3A28320
p60,白色高领打底衫,女款,简约基础风白色高领针织打底衫,修身长袖版型,针织面料,白色,高领长袖,高领设计,套头穿脱,https://item.taobao.com/item.htm?ft=t&id=736903782293&pisk=gsfqY-Z9XSF4GREh8wAaaHEjSpRvvCrQb1t6SNbMlnxchhGN_373knwTHGWPjgpXmtts_1-Pmf9f_NhwSNjTkhaYFZQv6CqQA1PCkZKlI4-FgfbkZaLInj2WnrknRrrQAWNZEXK7bk_ffabAEFKkojvMsz8k-eRMSCAgz3YwJAmcjC4zzF8EmmDDn3bk7eOimnYgZaYMJcYMIxxuzFKoiqjMszRk2FAMjGAiC8_cSb8BnzE0V46ubuJvxZxrsXupuKmluAGZ_dYD31XJ4L95aEJ2xdvDs1CcVNffMLeSeCQ5LGWGXJMJgNXDie_YgbRhoT1wP1asQnb5aaf2H2le3OYwKCvrSfbyiTpPaBVn4UBllOfA0VlMks1BQHpzSfp6Z69hKiuTJaADSGpd1khvmNbd99OUNxAhzOjFQgr-XU0Mt1BqjAJDyU-Qzz-wE9qqOzuOvAH9EBLyArTjBApDyU-QzzktBLxJzHaXl&spm=pc_detail.30350276.202205.4.143c77b0QTBev0
p61,卡其色高腰半身长裙,女款,通勤简约风卡其色中长半身裙,高腰A字长裙版型,棉质面料,卡其色,长款版型,无额外装饰,穿脱方便，可调节腰部松紧,https://item.taobao.com/item.htm?ft=t&id=695190806467&pisk=gfWZYR4vkReZmqzl4gv4LUUXcl99yKz7utTXmijDfFYG1EMV3eSuXFNY6Z5Fowd6S1Tj3t8FSxO13iH2mibYXEZTOGI9HK47Pty5XGFPqrn1QfDHKMK-onVBslloVlz7P8wqtYLQuzs1lMYhtnLHjAADnkoH0npDmIxgYex22j0GoKqUYn-qiADDnXmHcn9mifxMKJxvjEcDon03YnLnIhbDnkJHJnvDoZvmZ5jGmv-WskUg7ua_2pOwrGYEUMBejTlObeoS295elU2W8xDcLhS2glbIUSTlwFOWPw2IQKSH0NTCr8DeKQ5Rcn7aQAv1t6B9C9arlC72SI6eT7mFzd72ZOAEmxJ9nevexTqjwe6e5ZXwtuMyGpXWZdfQ9POXQ37cBNoqnajCVOdd3zuHk1tJK3sTQvJljnjryqKnmLXA_qc2sHKePkreuBfu7YZEDahxMBvJYUZ6fjhvsHKePkrEMjdHJH87fh1..&spm=pc_detail.30350276.202205.5.143c77b0hZ2aJk
p62,黑色月牙形单肩包,女款,轻奢复古风深紫色单肩手提包,月牙包身版型,仿皮面料,黑色,单肩带设计,单肩肩带设计,单肩挎戴，通过开合扣使用,https://item.taobao.com/item.htm?abbucket=8&id=693401567477&mi_id=0000jWfyhcPs61O-a0SJjAZb3VLNDcGBiV3F3zFSq2Kpflg&ns=1&priceTId=2147807017689972188471435e1264&skuId=4917489440249&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%229f851b750962add7f98b87cf9705fd1c%22%7D&xxc=taobaoSearch
p63,白色中筒袜,女款,简约基础风白色中筒袜,中筒长袜版型,棉质混纺面料,白色,中筒长度,无额外装饰,直接穿脱,https://detail.tmall.com/item.htm?abbucket=8&id=982803991568&mi_id=0000Wi7QLRy97clztaPetod4PVcL4TWVOfyYh_e_xlfXctE&ns=1&priceTId=2150495f17689858569916514e12e4&skuId=5944474196285&spm=a21n57.imgsearch.item.8&utparam=%7B%22aplus_abtest%22%3A%2214ea2284a4146d81d2563768da3797cb%22%7D&xxc=taobaoSearch
p64,黑色金属标乐福鞋,女款,复古学院风黑色厚底乐福鞋,乐福鞋经典版型,仿皮面料,黑色,低帮鞋型,鞋头金属标识装饰,直接穿脱,https://detail.tmall.com/item.htm?abbucket=8&id=645916460576&mi_id=0000lIoZlLD6CmH_gLQhpNylggsvsCjWeeGHeY4HNLHu0b8&ns=1&priceTId=213e0ac317689948458385898e11e7&skuId=5786801518852&spm=a21n57.imgsearch.item.10&utparam=%7B%22aplus_abtest%22%3A%22f61cbe992da39cfcc1886acc6f074782%22%7D&xxc=taobaoSearch
p65,黑色短款羽绒服,女款,简约保暖风黑色长款羽绒服,短款修身版型,羽绒填充面料,黑色,连帽长款,拉链+按扣开合设计,通过拉链穿脱,https://item.taobao.com/item.htm?id=746215883151&mi_id=0000jKH0PeZ-4-nj9Mdo5RXEaf_PYVewMGd85XAzhViqROA&spm=a21xtw.29978518.0.0&xxc=shop
p66,灰色V领针织毛衣,女款,慵懒简约风灰色深V针织衫,修身长袖版型,针织面料,灰色,V领长袖,V领设计,套头穿脱,https://item.taobao.com/item.htm?ft=t&id=844092093179&pisk=gYRmD2YhqKWf4EErtl5j3RJk-lkJrs11bhFOX1IZUgSWk53XkLbwX3gslsLNjhxRVEFtlEpuSetkjOgfXGSMXFJxyXhplE11_hmK9XKacuXpjZWVuuuN8NFqyt-8L-uA_DnKsNPBZcCwk1LzL38PVNVVu--Nz87G4NPV0hSPUw7L015wb4jPJZ2a_17Va77A4lPNb1lPUN_0gZP434YPVNeNbh5Zr_S571Swb1kg55SH_QOrXSmgWOvgrIbcnM8V0ELvaSXuhEIlt1A5oUmwkgXReQbcnMWN31R6g3LwMI6Se816ypxMQhMLFsYw3s7pljVlTEJJsadtWRj2yQYyita3ttvNS95NEPPwrsJ5EQfETubWUEpwGn4g_ZOv9OjCEVP1B_RdLp-052TPgN-1dCnQGi8wRB9dtbeVTUvwxdjPA8yUKTV1zVdzCR6VPajp5SoWolie5V3orJMf3a_xv40uCR6VPajKr42Qft75kDC..&spm=pc_detail.30350276.202205.13.57f17dd6ugzKua&sku_properties=1627207%3A28334
p67,白色吊带背心,女款,简约修身风白色挂脖背心,修身无袖版型,棉质面料,白色,挂脖无袖,吊带设计,套头穿脱,https://item.taobao.com/item.htm?id=878228274216&mi_id=0000VHxzQXaL6XlUYc81YVoI7FhiVLsK2fkW1v-Z-3Jhd4s&spm=a21xtw.29978518.0.0&xxc=shop
p68,灰色宽松阔腿裤,女款,休闲慵懒风灰色阔腿休闲裤,宽松阔腿版型,聚酯纤维,灰色,宽松版型,无额外装饰,穿脱方便，可调节腰部松紧,https://item.taobao.com/item.htm?id=836812169062&pisk=gCmiYFDutVz1hAfeqsr67ZuoYT8KKlZbgjIYMoF28WPIBipsB22qMX9XClH4ijcLOAIvCA3hnYGnir9_MSPmMxu9p3K-CAZb0jAJ23L9E7ZtiRz40HJ4E-QwpPldzNJT0QdJm-SSxIEqBoHFpDkUO-jaQNlVYWy8TRWa_jPU88yR_orqgp4UHRyVg5S48vPQQG7V0PzUY82ggZzqgvJ3U8r4gjzwKvPQ3oPqBRS4ZmoIYIIMMNTbNQngIPVrQ5ktBD875NM_tcmsARDn9A7f0io3IPmEx6xX2P3qFzithnjQXY0UY8H6jMqrQ8cT9b-PxkkKLjUSRIs8XXm0rDUN3QPzo50EbyXV0vkQgr0msCb__Vh3PJzFn3wKwWksb2vfTAl8slyUJ3JoLruKfzi9TGqrPAEtujTRRlDq7kjrRw7PryjbLKnFlZaadJV-hGRIIsOrhKpHKaT_7Jw9wpvhlZaadJVJKpb5GPyQBQC..&spm=pc_detail.30350276.202205.1.49cc1907xkyPi8
p69,米色文字标识棒球帽,女款,潮酷休闲风米色字母棒球帽,棒球帽经典版型,棉质面料,米色,棒球帽型，字母装饰,文字标识装饰,直接佩戴，调整松紧即可,https://item.taobao.com/item.htm?abbucket=8&id=846141039371&mi_id=0000g1wNtjCceevjySROTsAuflCFhSkeCLgRcryTIQYMWQU&ns=1&priceTId=2147807017689968259356547e1264&skuId=5627609616448&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%225c82e0da8c77722761fc70014229cf23%22%7D&xxc=taobaoSearch
p70,黑色月牙形单肩包,女款,轻奢简约风黑色皮质单肩包,月牙包身版型,仿皮面料,黑色,单肩带设计,单肩肩带设计,单肩挎戴，通过开合扣使用,https://item.taobao.com/item.htm?abbucket=8&id=546677501448&mi_id=0000AMxFnoxvFaz_tdg-jYf6kGqOG5sLgvqNLxSW6fqRDDc&ns=1&priceTId=2147807017689969032646008e1264&skuId=4236363815651&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%221384430c8301dcc7f4f0e11584d9c948%22%7D&xxc=taobaoSearch
p71,棕色乐福鞋,女款,复古休闲风棕色麂皮穆勒鞋,乐福鞋经典版型,仿皮面料,棕色,无带设计，浅口版型,无额外装饰,直接穿脱,https://detail.tmall.com/item.htm?abbucket=8&id=747347029715&mi_id=0000Te-g9tzSNv0eoPr7b54vqIj2-P7F0ZGi9VI30fGm5VA&ns=1&priceTId=2147807017689973982338589e1264&skuId=5155848649182&spm=a21n57.imgsearch.item.3&utparam=%7B%22aplus_abtest%22%3A%22b32d1b05831d716a9a44fecca11983d7%22%7D&xxc=taobaoSearch
p72,白色短款连帽羽绒服,女款,简约保暖风米白色长款羽绒服,短款连帽版型,羽绒填充面料,白色,连帽长款,拉链+按扣开合设计,通过拉链穿脱,https://item.taobao.com/item.htm?id=746215883151&mi_id=0000jKH0PeZ-4-nj9Mdo5RXEaf_PYVewMGd85XAzhViqROA&spm=a21xtw.29978518.0.0&xxc=shop
p73,灰色针织开衫马甲,女款,简约基础风灰色V领针织开衫,无袖马甲版型,针织面料,灰色,V领纽扣设计,纽扣设计,开衫式穿脱，通过纽扣调节松紧,https://item.taobao.com/item.htm?id=989709357936&mi_id=0000r6clcdv-N7wPOCtEjoV3mD9r9OZzLz3nfCHw8yOHOW4&spm=a21xtw.29978518.0.0&xxc=shop&sku_properties=1627207%3A28334
p74,浅蓝色长袖衬衫,女款,清新休闲风浅蓝条纹短款衬衫,修身长袖版型,棉质面料,浅蓝色,翻领长袖，短款,纽扣开合设计,衬衫式穿脱，通过纽扣开合,https://item.taobao.com/item.htm?id=736589680496&mi_id=0000gEi6T3ZjzyR_qiV77B74Pia5zfFU3DhEHVMjFWz6-UE&spm=a21xtw.29978518.0.0&xxc=shop
p75,棕色高腰半身短裙,女款,通勤简约风卡其色短款半身裙,高腰A字短裙版型,聚酯纤维,棕色,短款版型,无额外装饰,穿脱方便，可调节腰部松紧,https://item.taobao.com/item.htm?ft=t&id=823871867579&pisk=gXnKvftv9CAhiE-6MMYMZxxFcovMJFDEBXkfq7VhPfhttxg3-YNu2bh-wW4WTkm-6XDj-yDSq8i8Yc0hqWAU2YG02IADmnDELkrWiI282u0gc-6Cd_j71OZuelbbINMELuP5PVkBWv--_CqyVuG7f5w8Fus5RW9TfJyzVMa5AN1__8Z7VWN75lwUE8_CAb6_58wCOJs7F1s_hJE7NbZWBANaeuNSNu9tCbV2w56QZg3HWLQOAgrfVgiTpPTid5OS7cwLVSHIvGs1UJULGvN9OFKtKPMzy0WP2zkIubyjO6O08Ygt6JEJjwZjB4GYQDtc9RunCbPsHTIqdkntX4a9dHMTvWUYIr6A5k3ST0UEJTJqCkGZuSzB7Cytxm48gPC6OADTOr3-tCS7tqHs6rmGsiqr_4G7ef1d47omD5XAiSelRdpOzazQQT8Oej7sCqAUBSvp2a7z7dyTidpOzazQQRFDpBQPzPJN.&spm=pc_detail.30350276.202205.9.73e3625fscJJoK
p76,棕色月牙形单肩包,女款,轻奢复古风棕色皮质单肩包,月牙包身版型,仿皮面料,棕色,单肩带设计,单肩肩带设计,单肩挎戴，通过开合扣使用,https://detail.tmall.com/item.htm?abbucket=8&id=976504471464&mi_id=00007D0MiNLSjRQg-o46Tt53W1XDJ6r_7x-WKF5pOZBpTfc&ns=1&priceTId=215049ab17689976653812126e11b6&skuId=5932881505880&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%22dfd21d52206c005f3b4e9a8429fc2ebe%22%7D&xxc=taobaoSearch
p77,白色长筒袜,女款,简约基础风白色针织手套,长筒袜版型,棉质混纺面料,白色,中筒长度，纹理装饰,无额外装饰,直接穿脱,https://detail.tmall.com/item.htm?abbucket=8&id=999067881932&mi_id=00005h97iEfoAGIKSGU3s35cYQMi8GOIPuCxFbDtkpWZ7YE&ns=1&priceTId=2147804017689978881015442e1943&skuId=5983479961897&spm=a21n57.imgsearch.item.2&utparam=%7B%22aplus_abtest%22%3A%22a8a085e404db24877541bd507240e679%22%7D&xxc=taobaoSearch
p78,棕色毛绒穆勒鞋,女款,复古休闲风棕色麂皮单鞋,穆勒鞋版型,毛绒面料,棕色,厚底，无带设计,套脚设计,直接穿脱,https://item.taobao.com/item.htm?abbucket=8&id=683785880956&mi_id=0000XmJUPTDFgH8pZsW6IY7ILOLjCbw208-xTnTCAgnYkYU&ns=1&priceTId=2147804017689980353211053e1943&skuId=5073874374466&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%229635e9d7fc4d379ab0b3e68e9f831585%22%7D&xxc=taobaoSearch
p79,白色长款连帽羽绒服,女款,简约保暖风白色长款羽绒服,长款连帽版型,羽绒填充面料,白色,连帽短款,拉链+按扣开合设计,通过拉链穿脱,https://item.taobao.com/item.htm?contentSetId=-1&from=cart&id=850822518897&mi_id=00002QIi2jf6YsxDznsaTx3SzppyOAGWGtrRjbfvuuXIlhs&singleUseCache=true&skuId=5645188497252&spm=a1z0d.6639537%2F202410.item.d850822518897.6e6c7484mKrkXg&upStreamPrice=59700
p80,粉色高领打底衫,女款,温柔简约风粉色针织开衫,修身长袖版型,针织面料,粉色,高领长袖,高领设计,套头穿脱,https://item.taobao.com/item.htm?ft=t&id=848931650949&pisk=gMwxczXdkabmZBW5JKflSkfhYAIlB_q42rrBIV0D1zU8okNmilgiBPUTWqc1ux2TyrqQijq_Icwt38VDIqbqBlanBwbhK9q40xk1-wqwYTSn3c36ccTiVQiZBmMoA0XQ0Ak1WCs7cvE4oziIGhM12YisjVMs5IM52cmjfAgj1UOSA4gsCPgjFuiicEgsGdO52moB5ngjGQ9Sbmp6cPM124iIPVMsGPZ52cuS5AK5W4tjSdFcwa_olZsDHKe-Dj39I4pT789nG2toPdptkbGvmogJCdw864TI0q1eqVkmuomY79JqhfFUjcUAHKaTY8z-Vy69KqZzxWc4h9RZ9xgr6-ZAkOE8BqhQhbKOYkMSfPGTawpnDxV-9-FVbUZb-qFI3lxdouhLwXoSNhdjnWq3QXwfHeuoTcUmry6BeYG14Yy3p4xp-2nMGgIJ_Clj4h5JXyR7VWbq22jABCRZago--gIJ_Clj403hDZdw_bSP.&spm=pc_detail.30350276.202205.3.7de6131aveEKpN
