itemID,category,title,gender,style,outline,materials,color,pattern,detail,donning/doffing
p168,outerwear,black faux fur collar cropped jacket,Women's,vintage warm black faux fur collar jacket,cropped slim fit,wool-blend with faux fur collar,black,collared faux fur trim,button closure,"Pull-on style, button closure"
p169,inner_top,blue and black plaid shirt,Women's,minimalist basic gray knit cardigan,loose long-sleeve fit,cotton fabric,blue-black,"collared, long-sleeve",plaid pattern,"Shirt-style, button closure"
p170,bottom,black loose-fit wide-leg trousers,Women's,commuter minimalist black wide-leg trousers,loose wide-leg fit,polyester,black,wide-leg,no extra embellishment,"Easy to wear, adjustable waist"
p171,bag,black square handbag,Women's,luxury vintage black handbag,square bag silhouette,faux leather fabric,black,square bag,top handle,"Handheld/single shoulder carry, snap closure"
p172,shoes,black ankle boots,Women's,cool commuter black ankle boots,ankle boot fit,faux leather fabric,black,ankle boot style,zipper closure,Side zipper closure
p173,outerwear,gray faux fur collar cropped jacket,Women's,laid-back minimalist gray knit sweater,cropped slim fit,wool-blend with faux fur collar,gray,hooded cropped,zipper closure,Zipper closure
p174,inner_top,white camisole,Women's,minimalist basic white slim-fit tank top,slim sleeveless fit,cotton fabric,white,halter sleeveless,spaghetti strap,Pullover
p175,bottom,blue high-waisted jeans,Women's,commuter minimalist black long wide-leg trousers,high-waisted bootcut fit,denim fabric,blue,wide-leg,denim texture,"Easy to wear, adjustable waist"
p176,shoes,black pointed-toe flats,Women's,vintage preppy black lace-up leather shoes,pointed-toe flat fit,faux leather fabric,black,low-top,slip-on,Pull-on
p177,outerwear,olive green faux fur collar cropped jacket,Women's,casual sporty gray hooded jacket,cropped slim fit,padded with faux fur collar,army green,hooded cropped,zipper closure,Zipper closure
p178,inner_top,white camisole,Women's,minimalist basic white slim-fit tank top,slim sleeveless fit,cotton fabric,white,halter sleeveless,spaghetti strap,Pullover
p179,bottom,black loose-fit wide-leg trousers,Women's,commuter minimalist black wide-leg trousers,loose wide-leg fit,polyester,black,wide-leg,no extra embellishment,"Easy to wear, adjustable waist"
p180,bag,brown square handbag,Women's,light luxury vintage brown leather handbag,square bag silhouette,faux leather fabric,brown,square bag,top handle,"Handheld/single shoulder carry, snap closure"
p181,shoes,brown loafers,Women's,vintage casual brown casual shoes,classic loafer fit,faux leather fabric,brown,low-top slip-on,no extra embellishment,Pull-on
p182,outerwear,black cropped jacket,Women's,cool commuter black cropped jacket,cropped slim fit,faux leather fabric,black,collared multi-button design,zipper closure,Zipper closure
p183,inner_top,white camisole,Women's,minimalist basic white slim-fit tank top,slim sleeveless fit,cotton fabric,white,halter sleeveless,spaghetti strap,Pullover
p184,bottom,blue high-waisted jeans,Women's,commuter minimalist black long wide-leg trousers,high-waisted bootcut fit,denim fabric,blue,wide-leg,denim texture,"Easy to wear, adjustable waist"
p185,bag,black square handbag,Women's,luxury minimalist black handbag,square bag silhouette,faux leather fabric,black,square bag,top handle,"Handheld/single shoulder carry, snap closure"
p186,shoes,black pointed-toe heels,Women's,elegant commuter black high-heeled sandals,pointed-toe high heels silhouette,faux leather fabric,black,high-heeled pumps,slip-on,Pull-on
p187,mid_layer_top,white faux fur vest,Women's,soft warm white plush coat,sleeveless vest fit,plush fabric,white,sleeveless,no extra embellishment,Pullover
p188,mid_layer_top,gray turtleneck knit sweater,Women's,minimalist basic gray knit cardigan,slim long-sleeve fit,knit fabric,gray,long sleeve basic fit,high neck,Pullover
p189,bottom,black loose-fit wide-leg trousers,Women's,commuter minimalist black wide-leg trousers,loose wide-leg fit,polyester,black,wide-leg,no extra embellishment,"Easy to wear, adjustable waist"
p190,accessory,off-white beret,Women's,French artistic white beret,classic beret fit,wool-blend fabric,off-white,flat-top brimmed hat,no extra embellishment,"Direct wear, adjustable styling"
p191,shoes,black pointed-toe flats,Women's,vintage preppy black lace-up leather shoes,pointed-toe flat fit,faux leather fabric,black,low-top,slip-on,Pull-on
p192,outerwear,gray cropped puffer jacket,Women's,commuter minimalist gray cropped jacket,cropped slim fit,down-filled fabric,gray,"collared, long-sleeve",snap button closure,Zipper closure
p193,inner_top,brown and black plaid shirt,Women's,vintage preppy plaid skirt,loose long-sleeve fit,cotton fabric,brown-black,"collared, long-sleeve",plaid pattern,"Shirt-style, button closure"
p194,bottom,gray pleated skirt,Women's,vintage preppy black pleated mini skirt,high-waisted pleated skirt silhouette,polyester,gray,cropped pleated,pleated detail,"Easy to wear, adjustable waist"
p195,accessory,gray mid-calf socks,Women's,minimalist basic gray mid-calf socks,mid-calf sock fit,cotton-blend fabric,gray,mid-calf length,no extra embellishment,Pull-on
p196,shoes,black platform loafers,Women's,vintage preppy black platform leather shoes,platform loafer fit,faux leather fabric,black,platform style,platform sole,Pull-on
p197,outerwear,gray and black patterned knit cardigan,Women's,laid-back minimalist gray knit sweater,slim cropped fit,knit fabric,gray-black,long-sleeve textured,"patterned, button closure","Cardigan style, adjustable button closure"
p198,inner_top,white turtleneck base layer,Women's,minimalist basic white slim-fit tank top,slim long-sleeve fit,knit fabric,white,long sleeve basic fit,high neck,Pullover
p199,bottom,gray high-waisted maxi skirt,Women's,commuter minimalist black maxi skirt,high-waisted A-line maxi skirt fit,polyester,gray,long fit,no extra embellishment,"Easy to wear, adjustable waist"
p200,accessory,gray knit scarf,Women's,minimalist warm grey knit scarf,long scarf fit,knit fabric,gray,fringe trim,no extra embellishment,Direct wear
p201,bag,black crescent shoulder bag,Women's,luxe minimalist black shoulder bag,crescent bag silhouette,faux leather fabric,black,single shoulder strap design,single shoulder strap,"Single shoulder carry, snap closure"
p202,shoes,black ankle boots,Women's,cool commuter black ankle boots,ankle boot fit,faux leather fabric,black,knee-high boot style,zipper closure,Side zipper closure
p203,outerwear,black and red patterned knit cardigan,Women's,minimalist basic black knit sweater,slim cropped fit,knit fabric,black-red,long-sleeve textured,"patterned, button closure","Cardigan style, adjustable button closure"
p204,inner_top,white turtleneck base layer,Women's,minimalist basic white slim-fit tank top,slim long-sleeve fit,knit fabric,white,long sleeve basic fit,high neck,Pullover
p205,bottom,gray pleated skirt,Women's,vintage preppy black pleated mini skirt,high-waisted pleated skirt silhouette,polyester,gray,cropped pleated,pleated detail,"Easy to wear, adjustable waist"
p206,bag,black crescent shoulder bag,Women's,luxury vintage black handbag,crescent bag silhouette,faux leather fabric,black,single shoulder strap design,single shoulder strap,"Single shoulder carry, snap closure"
p207,accessory,gray mid-calf socks,Women's,minimalist basic black knee-high socks,mid-calf sock fit,cotton-blend fabric,gray,mid-calf length,no extra embellishment,Pull-on
p208,shoes,black mules,Women's,trendy casual black color-block sneakers,mule fit,faux leather fabric,black,low-top,slip-on,Pull-on
p209,outerwear,brown and white patterned knit cardigan,Women's,vintage commuter brown plaid jacket,slim cropped fit,knit fabric,brown-white,long-sleeve textured,"patterned, button closure","Cardigan style, adjustable button closure"
p210,inner_top,beige camisole,Women's,minimalist basic white knit tank top,slim sleeveless fit,knit fabric,beige,halter sleeveless,spaghetti strap,Pullover
p211,bottom,brown high-waisted maxi skirt,Women's,commuter minimalist brown maxi skirt,high-waisted A-line maxi skirt fit,polyester,brown,long fit,no extra embellishment,"Easy to wear, adjustable waist"
p212,accessory,brown knit scarf,Women's,vintage warm brown plush hat,long scarf fit,knit fabric,brown,wrap design,no extra embellishment,Direct wear
p213,shoes,brown loafers,Women's,vintage casual brown casual shoes,classic loafer fit,faux leather fabric,brown,low-top slip-on,no extra embellishment,Pull-on
p214,outerwear,beige faux fur collar cropped puffer jacket,Women's,vintage casual brown hooded jacket,cropped slim fit,down-filled with faux fur collar,beige,hooded with faux fur trim,snap button closure,Zipper closure
p215,outerwear,brown and white patterned knit cardigan,Women's,vintage plaid brown knit cardigan,slim cropped fit,knit fabric,brown-white,long-sleeve textured,"patterned, button closure","Cardigan style, adjustable button closure"
p216,inner_top,beige camisole,Women's,minimalist basic light-colored slim-fit tank top,slim sleeveless fit,knit fabric,beige,halter sleeveless,spaghetti strap,Pullover
p217,bottom,black loose-fit wide-leg trousers,Women's,commuter minimalist black wide-leg trousers,loose wide-leg fit,polyester,black,wide-leg,no extra embellishment,"Easy to wear, adjustable waist"
p218,bag,brown crescent shoulder bag,Women's,light luxury vintage brown leather handbag,crescent bag silhouette,faux leather fabric,brown,crescent shape,single shoulder strap,"Single shoulder carry, snap closure"
p219,shoes,brown loafers,Women's,vintage casual brown casual shoes,classic loafer fit,faux leather fabric,brown,low-top slip-on,no extra embellishment,Pull-on
p220,outerwear,gray faux fur collar cropped jacket,Women's,commuter minimalist gray cropped jacket,cropped slim fit,wool-blend with faux fur collar,gray,hooded cropped,zipper closure,Zipper closure
p221,inner_top,blue and black plaid shirt,Women's,vintage commuter plaid long-sleeve shirt,loose long-sleeve fit,cotton fabric,blue-black,"collared, long-sleeve",plaid pattern,"Shirt-style, button closure"
p222,outerwear,gray knit cardigan vest,Women's,minimalist basic gray knit cardigan,sleeveless vest fit,knit fabric,gray,"long-sleeve, button-front",button design,"Cardigan style, adjustable button closure"
p223,bottom,gray pleated skirt,Women's,vintage preppy black pleated mini skirt,high-waisted pleated skirt silhouette,polyester,gray,cropped pleated,pleated detail,"Easy to wear, adjustable waist"
p224,accessory,gray knit scarf,Women's,minimalist warm light-colored knit scarf,long scarf fit,knit fabric,gray,wrap design,no extra embellishment,Direct wear
p225,bag,black square handbag,Women's,luxe minimalist black leather handbag,square bag silhouette,faux leather fabric,black,square bag,top handle,"Handheld/single shoulder carry, snap closure"
p226,accessory,gray mid-calf socks,Women's,minimalist basic black knee-high socks,mid-calf sock fit,cotton-blend fabric,gray,mid-calf length,no extra embellishment,Pull-on
p227,shoes,white sneakers,Women's,fresh casual light-colored casual shoes,low-top sneaker fit,canvas and faux leather patchwork,white,low-top,brand logo detail,Lace-up closure
p228,mid_layer_top,pink cropped puffer vest,Women's,gentle warm pink long down jacket,sleeveless vest fit,down-filled fabric,pink,long quilted,zipper closure,Pullover
p229,mid_layer_top,white knit sweater,Women's,minimalist basic white knit sweater,slim long-sleeve fit,knit fabric,white,long sleeve basic fit,no extra embellishment,Pullover
p230,bottom,beige loose wide-leg trousers,Women's,commuter relaxed beige wide-leg trousers,loose wide-leg fit,cotton fabric,beige,wide-leg trousers,no extra embellishment,"Easy to wear, adjustable waist"
p231,accessory,white knit beret,Women's,French artistic white beret,classic beret fit,knit fabric,white,beanie,no extra embellishment,"Direct wear, adjustable styling"
p232,shoes,white sneakers,Women's,fresh casual light-colored casual shoes,low-top sneaker fit,canvas and faux leather patchwork,white,low-top,brand logo detail,Lace-up closure
p233,mid_layer_top,pink cropped puffer vest,Women's,minimalist basic pink slim-fit tank top,sleeveless vest fit,down-filled fabric,pink,cropped quilted,zipper closure,Pullover
p234,mid_layer_top,white knit sweater,Women's,minimalist basic white slim-fit tank top,slim long-sleeve fit,knit fabric,white,long sleeve basic fit,no extra embellishment,Pullover
p235,bottom,gray loose wide-leg trousers,Women's,commuter minimalist gray wide-leg trousers,loose wide-leg fit,polyester,gray,wide-leg trousers,no extra embellishment,"Easy to wear, adjustable waist"
