itemID,title,gender,style,outline,materials,color,pattern,detail,donningdoffing,URL link
p32,可拆卸领双穿羽绒服,男款,简约保暖棉服,宽松版型,棉质面料,墨绿色,翻领夹克款,翻领单排扣设计，版型宽松适配叠穿，保暖性强，适配秋冬日常场景,拉链式,https://detail.tmall.com/item.htm?abbucket=18&id=997465406750&mi_id=00000pW-21GF_0LrXMte6ameih6LnbzoU1fsc3iAb_GrrWo&ns=1&priceTId=2150490317662160510036065e1124&skuId=6146618611278&spm=a21n57.1.hoverItem.11&utparam=%7B%22aplus_abtest%22%3A%22619b18d56a44946d4a73807cda841e8e%22%7D&xxc=taobaoSearch
p33,豹纹印花宽松衬衫,男款,潮流休闲衬衫,宽松落肩版型,棉质面料,豹纹色,印花衬衫款,大面积豹纹印花，宽松落肩设计，适配单穿叠穿，强化潮流属性,纽扣式,https://item.taobao.com/item.htm?ali_refid=a3_420434_1006%3A1616310114%3AH%3Abo7ENnfZMe22DdHPbFCR6Q%3D%3D%3A70086acd5d5b0882397ecf723ae313cc&ali_trackid=282_70086acd5d5b0882397ecf723ae313cc&id=975904443583&mi_id=0000Wl5QAhU1bZW4iNa1hfeX06pJUaCC0styHNLC7BEfOqc&mm_sceneid=1_0_719520033_0&priceTId=213e0aa717662172521616821e18d9&skuId=6097607331995&spm=a21n57.1.hoverItem.49&utparam=%7B%22aplus_abtest%22%3A%2244efbe444413994628ad0aaed430379d%22%7D&xxc=ad_ztc
p34,简约纯色百搭长袖T恤,男款,休闲风基础上衣,标准型,棉质面料,白色,圆领款,纯色打底，适配风格叠穿，可单穿搭配配饰，面料舒适亲肤，常规衣长,套头式,https://detail.tmall.com/item.htm?id=962484996036&pisk=gMGrYP_04QdzPo-i7VVegTX5BXU7LW-6zXZQ-203PuqkvUU3T0i0K6gWee8U0DE7F7D7-6obcD1IPXkATV3KNUFBy7389Wx6fCiEy4FdNWzM1bRciP0ctgfkhSAnRHjDfCOsuL48OqxsFHclYra3tz23EIY4Wyjut84uoEz3RgXhZD0DuoUCra43Eqj0RPButT43nr48Sabu-WqcnoU3tam3tEP0DyV3xDVn1Z3o-sz_EEhqI89ONSyzj4qV_qh4rrW-zoWlUjk4Olc_06fngz3F1AER_pZiBuw_qmAfaWu080ZjjCf4iRktRyoya_VSnxh8NjtNW8oU2Rcb3Cj4kx0SKbnP864-NfwUX-8h9JNm1RDi4wLto74nvRhBX_Eo-VhtC5RfE50qKckF4djLoFFt9K2VL84YulT2uWFJAoev1zofp9e06rr6Pz6dp8mYulT2Q9BLewU4fUsC.&spm=pc_detail.30350276.202205.1.2a9a7dd662mIEM
p35,美式复古弯刀工装休闲裤,男款,简约通勤休闲长裤,直筒型,棉质面料,杏色,直筒阔腿款,高腰设计，面料垂坠感佳，版型宽松不紧绷，适配通勤、休闲等多场景,拉链式,https://detail.tmall.com/item.htm?id=999004372905&pisk=grm-DYxmPIAlgetX6gYDtEOxWajp9EDzDbk1xWVlRjhx_fIHU4cnkJGm9kqndQlKvSGRx4Dod9eIiuaErWVu9kHE6KAMjhDrUkrXsCxG7O40-l55AW1hctwTv86urhCsUkrB9w9jFlHrZcbz43ZBHowLKwZQOzNXHJeTOkN7Rs_bCSNQAXNQcswupM1Qd8ZXH82RFWZQOS1bp8FCPXaWHowaLkNIOz9xhSyQAWGBnBFfFWjKrA8Zc2IMyTWrD8U89MVfv5mdjrV6R5SNb7pgP5NgMMsID8kdjVPPXeVs774gNjtc2kHbpbVm1hsYcP3ZKJhJ2gZolqozqmAOQzhLaPi0kh1Y3qMoR0lRpMwrqc4L_rpCYyqjjPgsw9JZhuwITPoH_gPSdAoZSlKcPlMxRf3d4GoiXjBhs6tNPKpA8wz73nK0bPWtLEG7H5vJvw7UuKShyDRPRw1B7-FMnvbF8rlN.&spm=pc_detail.30350276.202205.1.44ad7dd6kbnQdS&sku_properties=1627207%3A30155
p36,毛边装饰针织冷帽,通用款,休闲装饰针织帽,弹力贴合款,针织面料,米白色,毛边针织款,细密针织肌理和毛边装饰，弹力适配多数头围，兼具保暖性与装饰性,包头款,https://item.taobao.com/item.htm?abbucket=18&id=626768566665&mi_id=0000w7O3kfHXXpr8NKlya730-Cm_aAh_xQDQy3Rxf7RcWis&ns=1&priceTId=213e01b017662209464336433e1b40&skuId=4440833372890&spm=a21n57.imgsearch.item.5&utparam=%7B%22aplus_abtest%22%3A%224110e685f5b61ccfd0187b98a9ca04c0%22%7D&xxc=taobaoSearch
p37,绒面穆勒拖,通用款,舒适休闲拖鞋,平底款,麂皮面料,深棕色,穆勒拖款,绒面材质提升舒适感，拖鞋版型无后跟设计，适合居家轻户外场景,一脚蹬,https://item.taobao.com/item.htm?abbucket=18&id=977257084546&mi_id=0000AyHT7pCRZ_cAvCHG24_mr8XdAoyvcnCIYCdk37L_id4&ns=1&priceTId=2147bf8f17662214669983429e10ea&skuId=6103529362605&spm=a21n57.imgsearch.item.11&utparam=%7B%22aplus_abtest%22%3A%2276d5a365a8a88ad6fa554aef0758fc94%22%7D&xxc=taobaoSearch
p38,美式复古工装牛仔衬衫,男款,复古休闲衬衫,宽松落肩版型,牛仔面料,蓝色,牛仔衬衫款,做旧水洗工艺，宽松落肩设计，适配单穿叠穿，强化复古休闲属性,纽扣式,https://detail.tmall.com/item.htm?abbucket=18&id=989353035740&mi_id=0000mIaE9MtlATLjD2YSFdlpD0-KC6tc5KlrXMtyyKsPP8I&ns=1&priceTId=214787dd17662215940797556e10a5&skuId=6123781686948&spm=a21n57.1.hoverItem.32&utparam=%7B%22aplus_abtest%22%3A%22de71bdd113c8bc9843459b63c75e6334%22%7D&xxc=taobaoSearch
p39,简约纯色百搭长袖T恤,男款,休闲风基础上衣,标准型,棉质面料,白色,圆领款,纯色打底，适配风格叠穿，可单穿搭配配饰，面料舒适亲肤，常规衣长,套头式,https://detail.tmall.com/item.htm?id=962484996036&pisk=gMGrYP_04QdzPo-i7VVegTX5BXU7LW-6zXZQ-203PuqkvUU3T0i0K6gWee8U0DE7F7D7-6obcD1IPXkATV3KNUFBy7389Wx6fCiEy4FdNWzM1bRciP0ctgfkhSAnRHjDfCOsuL48OqxsFHclYra3tz23EIY4Wyjut84uoEz3RgXhZD0DuoUCra43Eqj0RPButT43nr48Sabu-WqcnoU3tam3tEP0DyV3xDVn1Z3o-sz_EEhqI89ONSyzj4qV_qh4rrW-zoWlUjk4Olc_06fngz3F1AER_pZiBuw_qmAfaWu080ZjjCf4iRktRyoya_VSnxh8NjtNW8oU2Rcb3Cj4kx0SKbnP864-NfwUX-8h9JNm1RDi4wLto74nvRhBX_Eo-VhtC5RfE50qKckF4djLoFFt9K2VL84YulT2uWFJAoev1zofp9e06rr6Pz6dp8mYulT2Q9BLewU4fUsC.&spm=pc_detail.30350276.202205.1.2a9a7dd662mIEM
p40,竹节纹水洗牛仔裤,男款,复古休闲牛仔裤,阔腿版型,牛仔面料,蓝色,阔腿牛仔款,水洗做旧工艺，阔腿版型修饰腿型，适配日常休闲、街头等多场景,拉链式,https://detail.tmall.com/item.htm?id=989349611844&pisk=g6nZDr63_hKZVeOoUYq2YhAWvyw_woRWQmNbnxD0C5VMMde00fG3oiM6WKJ4TjF_5l0_nilQOjsjCmud0YHxfdEXBlHTDoAWN3GqBAEAi97n4cS3x8Mhm1VDRkxmhIfHN3tSLF2TcvAS5KXqxJ20mR40o9vUeRS0mrV0xpy0h1bcjjDHLWe4IGVGSH23E8_0mNjDxW28QZ2gSi23KWe0mRVGmpk39-r0ijqDLvcQjADcY8aMpmFaJD8k8rVoIWSc4TeaSIHClgjlsJ4_ZyAR0izYQPPoIWdifjwL-xUqDtI48A0-M8cGsQatn2lUQo-CSuDEobyKj31apVMnFWDPhiMTb2oUfcAAyvMUszrIRed_lllZy7UMJBhqL5GmbyfwOSgSdc4EZBsEMru-h-lwbGcl4UfYKLE-De4FuP2LL79eLoE9GWUpVRlCkZU32JPWCR_co__RcNoPTZQYWteUNd1f.&spm=pc_detail.30350276.202205.2.4b2a7562PXfMSg&sku_properties=1627207%3A28338
p41,面包印花帆布托特包,通用款,休闲通勤托特包,敞口大容量型,帆布面料,米白底色和印花色,印花托特包款,面包图案印花装饰，敞口设计，容量充足，适配日常通勤、购物等场景,手提,https://item.taobao.com/item.htm?abbucket=18&id=966593855669&mi_id=00008kFmpG3FBy6F4wbWbML1_BB76YNbDTqZ4UMvKoOFYwo&ns=1&priceTId=213e0a8517662220039167817e1249&skuId=5942196148351&spm=a21n57.imgsearch.item.18&utparam=%7B%22aplus_abtest%22%3A%2273ae9bfe391e5e09f74b51927c06624e%22%7D&xxc=taobaoSearch
p42,蓝色口袋勃肯鞋,男款,潮流休闲拖鞋,平底款,皮质面料,浅蓝色,牛仔拼接款,牛仔面料拼接设计，拖鞋版型搭配搭扣装饰，兼具休闲感与潮流属性，适合日常外穿,一脚蹬,https://item.taobao.com/item.htm?abbucket=18&id=837123215330&mi_id=000085JpIT2hL5pb73WMEo2pSNWb0tPGJeleIDFuaAgSKxw&ns=1&priceTId=213e099317661296514414104e11f5&skuId=5763889734623&spm=a21n57.imgsearch.item.3&utparam=%7B%22aplus_abtest%22%3A%22cf54f4ee14baf5081e2e7253ef435b30%22%7D&xxc=taobaoSearch
p43,撞色条纹针织开衫,男款,复古休闲针织开衫,宽松落肩版型,棉质面料,黑蓝白撞色,撞色条纹款,撞色条纹肌理和徽章装饰，单排扣设计，版型宽松适配叠穿，强化复古潮流感,纽扣式,https://detail.tmall.com/item.htm?abbucket=18&id=877095585956&mi_id=0000YS2AJcdud17enF_Me3146ujFpPNJLPSxiLs7WD4oc6E&ns=1&priceTId=214787dd17662215940797556e10a5&skuId=5882813314990&spm=a21n57.1.hoverItem.47&utparam=%7B%22aplus_abtest%22%3A%22d6aed98a30977f9ae6a7cb674ad495e2%22%7D&xxc=taobaoSearch
p44,简约纯色百搭长袖T恤,男款,休闲风基础上衣,标准型,棉质面料,黑色,圆领款,纯色打底，适配风格叠穿，可单穿搭配配饰，面料舒适亲肤，常规衣长,套头式,https://detail.tmall.com/item.htm?id=962484996036&pisk=gMGrYP_04QdzPo-i7VVegTX5BXU7LW-6zXZQ-203PuqkvUU3T0i0K6gWee8U0DE7F7D7-6obcD1IPXkATV3KNUFBy7389Wx6fCiEy4FdNWzM1bRciP0ctgfkhSAnRHjDfCOsuL48OqxsFHclYra3tz23EIY4Wyjut84uoEz3RgXhZD0DuoUCra43Eqj0RPButT43nr48Sabu-WqcnoU3tam3tEP0DyV3xDVn1Z3o-sz_EEhqI89ONSyzj4qV_qh4rrW-zoWlUjk4Olc_06fngz3F1AER_pZiBuw_qmAfaWu080ZjjCf4iRktRyoya_VSnxh8NjtNW8oU2Rcb3Cj4kx0SKbnP864-NfwUX-8h9JNm1RDi4wLto74nvRhBX_Eo-VhtC5RfE50qKckF4djLoFFt9K2VL84YulT2uWFJAoev1zofp9e06rr6Pz6dp8mYulT2Q9BLewU4fUsC.&spm=pc_detail.30350276.202205.1.2a9a7dd662mIEM
p45,垂坠感黑色休闲西裤,男款,简约通勤休闲长裤,直筒阔腿版型,棉质面料,黑色,直筒西裤款,高腰设计，面料垂坠感佳，版型挺括不紧绷，适配通勤、休闲等多场景,拉链式,https://detail.tmall.com/item.htm?abbucket=13&id=967375093966&pisk=gm0rEh10UULz0wvi_f4euU2eTXV7byJ1U2wQtXc3N82oA2T3--lgVQHIdmyEnxyoLXd8tJDnLJiWcFG-wyUHCy865bKi-qDZU8bliBVa1gAbqJyvzEUHCdTFcsqJFycSvYTtmiVTn7V3qgAVo5F3-WVu-Iy0T5ehrv4HgIPUtJb3xgj0i5Na-_Vhr-X01WflrgVhmIPLnJ43-v4DgWe0Ky4nsFcotZP_qI3LaOt64Qr0Ib2V-N5TauYriM_dJJP842D33IOju7rzCkklyNuohX0SyoKhYyhjbvonphsYzXmur5GJzZziZmgUG2OCY8D-uj0701__zDD-8unP9Ch0rxnTBuxvHSuS5kyT0tvoGjyubDkWHw2SbjD4fq6f5yHxxvVEnTSPJ9FD6P3pmoSUqSF4CIR4JzpQHYTtdQjdvo4TgRO7NMjhCGQC4VWVvMER9Sy6N91..&rn=282810e7ec6b4e51df5f5132beef0913&spm=a1z10.3-b.w4011-24355111524.135.2d884542kVwkRR
p46,贴袋装饰黑色渔夫帽,通用款,潮流休闲渔夫帽,贴合头型款,棉质面料,纯黑色,贴袋渔夫帽款,侧边贴袋和品牌标识装饰，帽型挺括，适配多数头围，兼具装饰性与实用性,直接佩戴,https://detail.tmall.hk/hk/item.htm?abbucket=18&id=845215461002&mi_id=0000r9I1oApnKhZX64rsncZ5cR74oADmaAlNnxhimW0jAc4&ns=1&priceTId=2147865f17662228987734429e1142&skuId=5793237487714&spm=a21n57.imgsearch.item.2&utparam=%7B%22aplus_abtest%22%3A%22b1bbe2a37fb0e5d8681e5147a39f1659%22%7D&xxc=taobaoSearch
p47,厚底休闲方头增高德比鞋,男款,复古潮流休闲皮鞋,厚底版型,皮质面料,黑色,厚底德比鞋款,圆头系带设计，厚底增高且防滑，皮革质感提升造型精致度，适配多种风格,系带式,https://item.taobao.com/item.htm?abbucket=18&id=974457497463&mi_id=0000t6uxgTbkWlv7RmFoYh1PSHuoLOJ3vOy8HauDZ1CbdR4&ns=1&priceTId=2147863817661315844773300e12dc&skuId=6142927614958&spm=a21n57.imgsearch.item.9&utparam=%7B%22aplus_abtest%22%3A%2255ac7337654a9a851067f02272277397%22%7D&xxc=taobaoSearch
p48,格纹拉链短款衬衫,男款,复古休闲短款衬衫,短款宽松版型,棉质面料,绿棕格纹色,格纹短款款,格纹肌理和半拉链设计，短款版型优化比例，适配叠穿单穿，强化复古感,拉链式,https://detail.tmall.com/item.htm?abbucket=18&id=825687251543&mi_id=00009cXdr87hyV2sDIgSpvJDkORmdnSF-VefYcywW0i-meo&ns=1&priceTId=2147865f17662231522954805e1142&skuId=5716815087251&spm=a21n57.1.hoverItem.9&utparam=%7B%22aplus_abtest%22%3A%22a35fc6b72768b24b2341aa426844ef92%22%7D&xxc=taobaoSearch
p49,简约纯色百搭长袖T恤,男款,休闲风基础上衣,标准型,棉质面料,黑色,圆领款,纯色打底，适配风格叠穿，可单穿搭配配饰，面料舒适亲肤，常规衣长,套头式,https://detail.tmall.com/item.htm?id=962484996036&pisk=gMGrYP_04QdzPo-i7VVegTX5BXU7LW-6zXZQ-203PuqkvUU3T0i0K6gWee8U0DE7F7D7-6obcD1IPXkATV3KNUFBy7389Wx6fCiEy4FdNWzM1bRciP0ctgfkhSAnRHjDfCOsuL48OqxsFHclYra3tz23EIY4Wyjut84uoEz3RgXhZD0DuoUCra43Eqj0RPButT43nr48Sabu-WqcnoU3tam3tEP0DyV3xDVn1Z3o-sz_EEhqI89ONSyzj4qV_qh4rrW-zoWlUjk4Olc_06fngz3F1AER_pZiBuw_qmAfaWu080ZjjCf4iRktRyoya_VSnxh8NjtNW8oU2Rcb3Cj4kx0SKbnP864-NfwUX-8h9JNm1RDi4wLto74nvRhBX_Eo-VhtC5RfE50qKckF4djLoFFt9K2VL84YulT2uWFJAoev1zofp9e06rr6Pz6dp8mYulT2Q9BLewU4fUsC.&spm=pc_detail.30350276.202205.1.2a9a7dd662mIEM
p50,抽绳褶皱工装裤,男款,街头工装休闲长裤,宽松直筒版型,棉质面料,黑色,多口袋工装款,立体工装口袋和抽绳腰头，版型宽松适配叠穿，兼具功能性与潮流属性,抽绳和拉链式,https://detail.tmall.com/item.htm?abbucket=13&id=999009300733&pisk=g6cSUqtqygjW_qLJvg8VcgUPh229dERNNwaKS2CPJ7FJdwgrRJCEzLYBRoi348P-OxfIS2cyrW8uZ4V39h-w_DgorWYrZWcsOSFY5ydFeWB8ZSeitcP6_CuolazJ7qdZUtmQZrWd9De8HSUzDTCL9DeAMyqAwyC89oLb-oFLJWFLk-Uz76B8yDdvMzzLvaE89qIYJyVLvDFplqE0RWEKvWLjkfoA5y97q4TNrimoNUdEgo1d9javxl35__zsOz1Lf4qXXEcjs8Ztyo1eq7UUIkZm6nJjo0M-4rmB1nNnmvnLRmIvY80KhmaS4hs3Yb0rOuuWe3ubiuiLdxx1_zNrhRGSEejxycrSB70F53ubCxwgk-QCe7kZ7X2twQsg0R4I4oo96sNYpgkO_lagQ9apY6abbETfK9xJIC4N4b4Ll8U0P-8XlgHhj6ChgX8fE728orSylEsJr&rn=282810e7ec6b4e51df5f5132beef0913&spm=a1z10.3-b.w4011-24355111524.51.2d884542kVwkRR
p51,黑色宽檐毛毡礼帽,通用款,复古休闲礼帽,宽檐定型款,毛呢面料,纯黑色,宽檐礼帽款,宽檐定型设计，帽型挺括，适配复古、通勤等场景，提升造型精致度,直接佩戴,https://item.taobao.com/item.htm?abbucket=18&id=673603449268&mi_id=0000obPuvLRKd2L9nt2_Jq4RROLGx-rK7SkpHZdERN7d6XU&ns=1&priceTId=213e09cd17662237493048915e1932&skuId=5019387838278&spm=a21n57.imgsearch.item.6&utparam=%7B%22aplus_abtest%22%3A%226b333067d2fc5a8eefb7028f727bf89d%22%7D&xxc=taobaoSearch
p52,豹纹奶牛纹勃肯拖鞋,男款,潮流休闲拖鞋,松糕底款,皮质面料,豹纹色,搭扣厚底款,豹纹印花装饰，搭扣设计增强造型感，厚底增高且舒适，适合日常外穿,一脚蹬,https://item.taobao.com/item.htm?abbucket=18&id=800677121693&mi_id=0000rdz8wkz_3ecZ64h81i0lgt36cM8_b85wrzpiZj7Vmy8&ns=1&priceTId=214785f217661319854435093e1032&skuId=5852788196205&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%223fda6176ed803e3f3f81ea016a9dfc05%22%7D&xxc=taobaoSearch
p53,格纹收腰短款衬衫,男款,复古休闲短款衬衫,短款收腰版型,棉质面料,蓝白格纹色,格纹收腰款,格纹肌理收腰设计，短款版型优化比例，适配叠穿单穿，兼具休闲与精致感,纽扣式,https://detail.tmall.com/item.htm?abbucket=18&id=835689602725&mi_id=0000DAogcBHeGGXYtDSM0nhqhE-qo26KcPEFzfW58aLwFiA&ns=1&priceTId=2147865f17662231522954805e1142&skuId=5590261456935&spm=a21n57.1.hoverItem.21&utparam=%7B%22aplus_abtest%22%3A%22aebf7cfb0f35a0fc89b3f5fdbd91a1a8%22%7D&xxc=taobaoSearch
p54,字母印花长袖T恤,男款,潮流休闲长袖上衣,宽松版型,棉质面料,藏青色,字母印花款,字母印花装饰，宽松版型适配日常休闲，作为内搭单穿均适配,套头式,https://item.taobao.com/item.htm?abbucket=18&id=827359134414&mi_id=0000kIoB5i0SVeTUgcHvdux48aWhwumwIkcM8xXfNON4eAQ&ns=1&priceTId=215049da17662422240324280e10c0&skuId=5554923745745&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%22af4a0aadc571be635418eea4f7adfdbf%22%7D&xxc=taobaoSearch
p55,半拉链绞花针织毛衣,男款,简约休闲针织上衣,宽松落肩版型,针织面料,米白色,绞花针织款,绞花纹理半拉链设计，面料柔软保暖，版型宽松适配单穿叠穿,半拉链套头式,商品已下架
p56,做旧阔腿牛仔裤,男款,复古休闲牛仔裤,阔腿版型,牛仔面料,深牛仔色,阔腿牛仔款,做旧水洗工艺，阔腿版型修饰腿型，适配日常休闲、街头等多场景,拉链式,https://detail.tmall.com/item.htm?abbucket=18&id=831362296261&mi_id=0000_o9TuPLZEsOoCdwCSfXGruK26C9gq7Mh-hA1lxaYPCQ&ns=1&priceTId=2147819917662424198086632e1b20&skuId=5737672838981&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%22181877759387a99203756a96f3d97151%22%7D&xxc=taobaoSearch
p57,字母印花棒球帽,通用款,休闲装饰棒球帽,贴合头型款,棉质面料,藏蓝色,字母印花款,字母图案印花装饰，可调节帽围，适配多数头型，作为配饰提升造型完整度,直接佩戴,https://item.taobao.com/item.htm?abbucket=18&id=743379869629&mi_id=00007pwuYvitBw5xqI83GfVwrjprDwO6O-R5KZ313Qy4wxM&ns=1&priceTId=2150472d17662421042576358e1895&skuId=5125235952931&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%2295291a156ae5fd192f18a5a0b626c7c3%22%7D&xxc=taobaoSearch
p58,翻毛中帮工装靴,男款,户外休闲工装靴,中帮版型,皮质面料,棕黄色,中帮工装靴款,翻毛材质金属扣装饰，橡胶底防滑耐磨，适配户外、通勤等多场景,系带式,https://item.taobao.com/item.htm?abbucket=18&id=978397262651&mi_id=0000emciys9IpkVflvK3i8LDYizLH2-7_akttkDUMdaGQzA&ns=1&priceTId=2150409217662424839836585e1933&skuId=5934010548637&spm=a21n57.imgsearch.item.17&utparam=%7B%22aplus_abtest%22%3A%221d9e6309bf806617d5aa064eaf196366%22%7D&xxc=taobaoSearch
p59,条纹字母印花衬衫,男款,潮流休闲长袖衬衫,宽松落肩版型,棉质面料,藏蓝白条纹色,条纹印花款,条纹肌理字母印花装饰，宽松落肩设计，适配单穿叠穿，强化潮流属性,纽扣式,https://detail.tmall.com/item.htm?abbucket=13&id=963852546656&pisk=g6qoJ02Pmzu5LgOVjBo5zx5z-bcHy0iIMWKK9DhFujlbpWL-yrDUMWmKvJ57tkc4OTtdFuFn88hmUQkyznSqQY8eaJrKLkm7DzKKw_i3L5nh61IOX8wScD5O6rgJuKmZEele9blquDHn88e1d8wSAXJvTNU4FMqGEpbELXWm0vDHUDkrTIWmKAcEYbueg-kEgXoUT4l43vkMYL-eY-WmeAKyTYue0xkiBU8UTDW03jMEYYPEYt2qGvlGgHlgYoZV9f07HxhhMrDorfyra8e8033yP8hc5NE0oXGZXjxeYoD7LW2IOhbK_PG-WbPVD3m33vV-M5Swmmug5JH3Zgxr2rzbV0EAsdgutbgaDqjwixa4eyr7ZpxEFuEt-fgcLHgK0l3a77vCC-orLWg_v1tSaJy_fPnGDUoanyPg-gRpuF7KkH9ofLYBR4kjnfncsqAQcZdp3tXD5agrhYCTvtYHVCtejiBcnFljzxM8H&rn=bc882c93ec10fda855bf1c79b3e6f85f&spm=a1z10.5-b.w4011-24352379747.259.4c013df4UEu6jV&sku_properties=1627207%3A28866
p60,简约纯色百搭长袖T恤,男款,休闲风基础上衣,标准型,棉质面料,黑色,圆领款,纯色打底，适配风格叠穿，可单穿搭配配饰，面料舒适亲肤，常规衣长,套头式,https://detail.tmall.com/item.htm?id=962484996036&pisk=gMGrYP_04QdzPo-i7VVegTX5BXU7LW-6zXZQ-203PuqkvUU3T0i0K6gWee8U0DE7F7D7-6obcD1IPXkATV3KNUFBy7389Wx6fCiEy4FdNWzM1bRciP0ctgfkhSAnRHjDfCOsuL48OqxsFHclYra3tz23EIY4Wyjut84uoEz3RgXhZD0DuoUCra43Eqj0RPButT43nr48Sabu-WqcnoU3tam3tEP0DyV3xDVn1Z3o-sz_EEhqI89ONSyzj4qV_qh4rrW-zoWlUjk4Olc_06fngz3F1AER_pZiBuw_qmAfaWu080ZjjCf4iRktRyoya_VSnxh8NjtNW8oU2Rcb3Cj4kx0SKbnP864-NfwUX-8h9JNm1RDi4wLto74nvRhBX_Eo-VhtC5RfE50qKckF4djLoFFt9K2VL84YulT2uWFJAoev1zofp9e06rr6Pz6dp8mYulT2Q9BLewU4fUsC.&spm=pc_detail.30350276.202205.1.2a9a7dd662mIEM
p61,垂坠感宽松休闲裤,男款,简约通勤休闲长裤,阔腿版型,棉质面料,深棕灰色,阔腿休闲款,高腰设计，面料垂坠感佳，版型宽松不紧绷，适配通勤、休闲等多场景,拉链式,https://detail.tmall.com/item.htm?abbucket=13&id=967377733233&pisk=ggnnJaDej2zIbd1wm_rB8RuC3KVu9kZ76bI8wuFy75PsebQLJV2r6bq82YRIZ0VZNpsJdDhuzvFgL6yF8G-a3J5FTYo8U0qIX2I89BZoUjEkMIKvDvMQfuRvM1Ez9wqQE7yza_IN_-EuL7WobMMQVuRlBg8vmvGKDOPfL8ywI8e8L9lzLAka18eFTbPU71y7FuPrab7ab82za8zUzAJgp-CFYMSF_5yzeMSEauJgb5wz4Jlz4dDa18l_9gPm4ciwwScl2HiqQc23-SkMlgSu7iUUg0PN4Io4KSNqL5jP2SkayWHipBjjBkini-hpbMcmhcGgQj-ksuGszbyo_n18AqhIcPD6uGk_x5a4QmJRl5ng9bo37KI0yloYuku95BU8x-crAXXl4jktHDasqIfaN2ebb-HBxGqqL8SzJN72yPI5Ko6hPaaUCRVYjI4GNcTOwOJMIZTQ8RwpM0pGrM1f4ix9Idb41yy_pAC..&rn=8706e3545aa6788180842bce678c6275&spm=a1z10.5-b.w4011-24352379747.102.660a1732SL3Hfm
p62,中帮大黄靴,男款,户外休闲工装靴,中帮版型,皮质面料,小麦色,工装靴款,具备减震、防水功能，系带闭合，适配户外及日常场景，经典大黄靴设计,系带式,https://item.taobao.com/item.htm?abbucket=18&id=742911933003&mi_id=0000zp3o_Oa-yzBCdVDHeCr_b9JUYvZXe3EtnkgilWtOpqQ&ns=1&priceTId=2150491c17661290967495992e1193&skuId=6112694914532&spm=a21n57.imgsearch.item.4&utparam=%7B%22aplus_abtest%22%3A%2270e0f51a0126a9b48048f79a5941d39e%22%7D&xxc=taobaoSearch
p63,条纹字母印花POLO衫,男款,潮流休闲POLO上衣,宽松落肩版型,棉质面料,黑白条纹色,条纹印花款,条纹肌理字母印花装饰，撞色POLO领设计，版型宽松适配单穿叠穿,套头式,https://detail.tmall.com/item.htm?abbucket=13&id=962464960981&pisk=gRxqJR2lgmn2N9hHLpjZ4cxAZcXf5GlCSh11IdvGhsfD5hiGj_Jhlxd61U5wZQ5DcqC_b5RkC-_colbuq96QnrfcoUywpQRNWxC1s1R6IEMSAD9vHGIGbXiIAqP784d4ilbmI_XhIY6mu1-SOGIiOfz7jZnFXI8TKCegrTfRQOX0mCflE91lnrqMs_blKOqcjGAiUaXAB1qGs1vuqO1unPbGszXlh91gnlbmULfRIGfMsZDyE_BGj1cszKvg49_meHAXBiMciZ5Hn_ree3WcKrpValE64U7VtH1zjlxPHdAwB1EE56YdGw1DZ0ZVbLXwG_OnxuSl8ep1QIo4miTkynIXVXyduC5A-3_rx7WJrKTMDIyajtKXAN5dzAqO5gxC-eA4BvplmOAOJhGLDsvMpHLCY0acxL8MTFSr25BopMKtrazNoTBPOYkPXih1wIip1x4TWajdU6MfhP4gOyE_uHPzWPQYBT5Ih51..&rn=d2cb02e7e938c7651ac6177d7883c8f9&spm=a1z10.5-b.w4011-24352379747.60.7be972edcHLFyH&sku_properties=1627207%3A16069323
p64,简约纯色百搭长袖T恤,男款,休闲风基础上衣,标准型,棉质面料,白色,圆领款,纯色打底，适配风格叠穿，可单穿搭配配饰，面料舒适亲肤，常规衣长,套头式,https://detail.tmall.com/item.htm?id=962484996036&pisk=gMGrYP_04QdzPo-i7VVegTX5BXU7LW-6zXZQ-203PuqkvUU3T0i0K6gWee8U0DE7F7D7-6obcD1IPXkATV3KNUFBy7389Wx6fCiEy4FdNWzM1bRciP0ctgfkhSAnRHjDfCOsuL48OqxsFHclYra3tz23EIY4Wyjut84uoEz3RgXhZD0DuoUCra43Eqj0RPButT43nr48Sabu-WqcnoU3tam3tEP0DyV3xDVn1Z3o-sz_EEhqI89ONSyzj4qV_qh4rrW-zoWlUjk4Olc_06fngz3F1AER_pZiBuw_qmAfaWu080ZjjCf4iRktRyoya_VSnxh8NjtNW8oU2Rcb3Cj4kx0SKbnP864-NfwUX-8h9JNm1RDi4wLto74nvRhBX_Eo-VhtC5RfE50qKckF4djLoFFt9K2VL84YulT2uWFJAoev1zofp9e06rr6Pz6dp8mYulT2Q9BLewU4fUsC.&spm=pc_detail.30350276.202205.1.2a9a7dd662mIEM
